_id,userId,chatty_score,safety_score,punctuality_score,friendliness_score,comfortibility_score,ratings_got_dict,UTT,max_rating_with_variance,got_feedback_classifier,got_feedback_classifier_int,trip_nbr,trip_got_class,time_stamp,most_frequent
64db684db4f06b54750bfa21,157642,2.2,1.7,2.4,2.5,2.0,"{'chatty_score': 9.650000000000002, 'safety_score': 7.0600000000000005, 'punctuality_score': 5.420000000000001, 'friendliness_score': 11.63, 'comfortibility_score': 8.5}",10,11.63,friendliness_score,4,4,"{'1': 'friendliness_score', '2': 'friendliness_score', '3': 'friendliness_score', '4': 'friendliness_score'}",2023-08-19 21:35:37.738,4
64db5b42ffbd07ec587b9224,38988,2.8,3.6,3.9,2.3,3.2,"{'chatty_score': 2.16, 'safety_score': 4.42, 'punctuality_score': 2.4099999999999997, 'friendliness_score': 3.3, 'comfortibility_score': 4.34}",30,4.42,safety_score,2,1,{'1': 'safety_score'},2023-08-19 21:34:15.333,2
64db5b6fffbd07ec587b94b6,39646,3.7,3.8,4.1,3.3,2.8,"{'chatty_score': 4.86, 'safety_score': 2.9, 'punctuality_score': 2.5700000000000003, 'friendliness_score': 4.25, 'comfortibility_score': 2.7}",15,4.86,chatty_score,1,1,{'1': 'chatty_score'},2023-08-19 21:34:56.211,1
64db5bd1ffbd07ec587b9a54,41084,1.7,1.7,2.1,1.9,2.0,"{'chatty_score': 4.35, 'safety_score': 4.47, 'punctuality_score': 1.8499999999999999, 'friendliness_score': 4.99, 'comfortibility_score': 3.9799999999999995}",20,4.99,friendliness_score,4,1,{'1': 'friendliness_score'},2023-08-19 21:35:34.552,4
64db5eccffbd07ec587bc5bf,52199,2.2,1.9,2.9,2.6,1.9,"{'chatty_score': 5.720000000000001, 'safety_score': 2.1500000000000004, 'punctuality_score': 2.6900000000000004, 'friendliness_score': 3.1899999999999995, 'comfortibility_score': 2.95}",10,5.720000000000001,chatty_score,1,1,{'1': 'chatty_score'},2023-08-19 21:36:25.189,1
64db5982ffbd07ec587b78a8,32464,4.0,3.4,3.5,3.8,3.1,"{'chatty_score': 4.1899999999999995, 'safety_score': 3.12, 'punctuality_score': 3.5300000000000002, 'friendliness_score': 4.58, 'comfortibility_score': 3.5599999999999996}",30,4.58,friendliness_score,4,1,{'1': 'friendliness_score'},2023-08-19 21:36:27.170,4
64db60d3ffbd07ec587be35f,59783,3.0,3.1,3.8,3.0,2.8,"{'chatty_score': 2.55, 'safety_score': 1.52, 'punctuality_score': 2.4800000000000004, 'friendliness_score': 2.8200000000000003, 'comfortibility_score': 2.15}",10,2.8200000000000003,friendliness_score,4,1,{'1': 'friendliness_score'},2023-08-19 21:37:08.435,4
64db67b7b4f06b54750bf1a5,155470,2.3,3.7,2.8,3.2,4.0,"{'chatty_score': 2.4399999999999995, 'safety_score': 1.47, 'punctuality_score': 0.68, 'friendliness_score': 2.61, 'comfortibility_score': 1.0}",10,2.61,friendliness_score,4,1,{'1': 'friendliness_score'},2023-08-19 21:37:10.159,4
64db599fffbd07ec587b7a52,32890,2.8,2.9,3.7,2.3,2.8,"{'chatty_score': 3.07, 'safety_score': 2.3600000000000003, 'punctuality_score': 1.23, 'friendliness_score': 2.6599999999999997, 'comfortibility_score': 1.31}",20,3.07,chatty_score,1,1,{'1': 'chatty_score'},2023-08-19 21:37:50.636,1
64db67abb4f06b54750bf0fc,155301,3.1,4.0,3.8,3.8,4.3,"{'chatty_score': 6.390000000000001, 'safety_score': 5.739999999999999, 'punctuality_score': 3.6199999999999997, 'friendliness_score': 8.420000000000002, 'comfortibility_score': 4.59}",30,8.420000000000002,friendliness_score,4,3,"{'1': 'friendliness_score', '2': 'friendliness_score', '3': 'friendliness_score'}",2023-08-23 15:44:21.248,4
64db5a3effbd07ec587b8363,35211,2.6,3.8,3.1,3.6,3.7,"{'chatty_score': 3.26, 'safety_score': 3.5200000000000005, 'punctuality_score': 1.6400000000000001, 'friendliness_score': 3.66, 'comfortibility_score': 3.21}",30,3.66,friendliness_score,4,1,{'1': 'friendliness_score'},2023-08-19 21:38:29.528,4
64db5a80ffbd07ec587b8728,36176,3.0,3.7,3.7,3.8,4.2,"{'chatty_score': 5.82, 'safety_score': 3.95, 'punctuality_score': 3.34, 'friendliness_score': 5.390000000000001, 'comfortibility_score': 3.04}",30,5.82,chatty_score,1,1,{'1': 'chatty_score'},2023-08-19 21:39:17.233,1
64db5937ffbd07ec587b7463,31371,2.6,2.3,2.1,3.1,2.3,"{'chatty_score': 4.8, 'safety_score': 2.13, 'punctuality_score': 5.54, 'friendliness_score': 5.12, 'comfortibility_score': 2.37}",15,5.54,punctuality_score,3,1,{'1': 'punctuality_score'},2023-08-19 21:39:19.159,3
64db6776b4f06b54750bedf8,154529,3.0,2.8,3.6,2.7,3.4,"{'chatty_score': 5.0200000000000005, 'safety_score': 3.23, 'punctuality_score': 5.470000000000001, 'friendliness_score': 4.39, 'comfortibility_score': 2.8499999999999996}",15,5.470000000000001,punctuality_score,3,1,{'1': 'punctuality_score'},2023-08-19 21:39:21.141,3
64db5a99ffbd07ec587b8896,36542,3.6,2.8,2.8,3.4,3.2,"{'chatty_score': 2.71, 'safety_score': 1.32, 'punctuality_score': 2.8800000000000003, 'friendliness_score': 2.8699999999999997, 'comfortibility_score': 0.81}",20,2.8800000000000003,punctuality_score,3,1,{'1': 'punctuality_score'},2023-08-19 21:39:56.681,3
64db68deb4f06b54750c0258,159745,2.8,2.6,2.0,3.1,3.0,"{'chatty_score': 2.36, 'safety_score': 1.55, 'punctuality_score': 5.71, 'friendliness_score': 2.82, 'comfortibility_score': 1.04}",25,5.71,punctuality_score,3,1,{'1': 'punctuality_score'},2023-08-19 21:39:58.422,3
64db5afbffbd07ec587b8e22,37962,4.5,2.9,3.9,4.3,3.2,"{'chatty_score': 1.18, 'safety_score': 2.11, 'punctuality_score': 2.38, 'friendliness_score': 1.1199999999999999, 'comfortibility_score': 0.5599999999999999}",20,2.38,punctuality_score,3,1,{'1': 'punctuality_score'},2023-08-19 21:40:31.522,3
64db685bb4f06b54750bfaf0,157849,3.6,2.6,3.8,3.6,2.3,"{'chatty_score': 12.260000000000002, 'safety_score': 16.099999999999998, 'punctuality_score': 6.88, 'friendliness_score': 13.460000000000003, 'comfortibility_score': 14.249999999999998}",20,16.099999999999998,safety_score,2,6,"{'1': 'friendliness_score', '2': 'safety_score', '3': 'safety_score', '4': 'safety_score', '5': 'safety_score', '6': 'safety_score'}",2023-08-19 21:43:49.656,2
64db5b67ffbd07ec587b9446,39534,3.6,2.7,3.3,3.1,2.8,"{'chatty_score': 2.8800000000000003, 'safety_score': 3.05, 'punctuality_score': 2.3600000000000003, 'friendliness_score': 2.71, 'comfortibility_score': 2.25}",20,3.05,safety_score,2,1,{'1': 'safety_score'},2023-08-19 21:41:09.375,2
64db5b79ffbd07ec587b9545,39789,3.4,2.0,3.2,3.4,1.9,"{'chatty_score': 2.4, 'safety_score': 2.52, 'punctuality_score': 1.75, 'friendliness_score': 2.55, 'comfortibility_score': 2.18}",30,2.55,friendliness_score,4,1,{'1': 'friendliness_score'},2023-08-19 21:41:48.248,4
64db5be0ffbd07ec587b9b2b,41299,3.8,2.5,3.0,3.5,2.4,"{'chatty_score': 5.7, 'safety_score': 4.46, 'punctuality_score': 2.31, 'friendliness_score': 6.67, 'comfortibility_score': 4.17}",30,6.67,friendliness_score,4,1,{'1': 'friendliness_score'},2023-08-19 21:42:25.586,4
64db5be8ffbd07ec587b9b95,41405,4.1,2.9,2.9,3.8,3.5,"{'chatty_score': 3.09, 'safety_score': 3.82, 'punctuality_score': 1.7000000000000002, 'friendliness_score': 3.0900000000000003, 'comfortibility_score': 4.11}",20,4.11,comfortibility_score,5,1,{'1': 'comfortibility_score'},2023-08-19 21:43:05.220,5
64db5c29ffbd07ec587b9f4d,42357,3.4,2.2,2.8,2.7,2.6,"{'chatty_score': 3.6800000000000006, 'safety_score': 2.67, 'punctuality_score': 2.0, 'friendliness_score': 2.72, 'comfortibility_score': 3.5999999999999996}",25,3.6800000000000006,chatty_score,1,1,{'1': 'chatty_score'},2023-08-19 21:43:45.614,1
64db5c3bffbd07ec587ba045,42605,3.6,2.7,2.3,3.0,2.5,"{'chatty_score': 2.37, 'safety_score': 3.0199999999999996, 'punctuality_score': 2.39, 'friendliness_score': 2.7199999999999998, 'comfortibility_score': 1.81}",10,3.0199999999999996,safety_score,2,1,{'1': 'safety_score'},2023-08-19 21:44:25.653,2
64db66e1b4f06b54750be57a,152355,2.5,2.1,2.5,3.0,2.4,"{'chatty_score': 1.96, 'safety_score': 7.55, 'punctuality_score': 1.1500000000000001, 'friendliness_score': 2.77, 'comfortibility_score': 3.3}",30,7.55,safety_score,2,1,{'1': 'safety_score'},2023-08-19 21:44:27.372,2
64db5c79ffbd07ec587ba3c9,43505,3.8,2.4,2.5,3.7,3.3,"{'chatty_score': 1.95, 'safety_score': 3.6900000000000004, 'punctuality_score': 1.32, 'friendliness_score': 1.46, 'comfortibility_score': 2.2}",15,3.6900000000000004,safety_score,2,1,{'1': 'safety_score'},2023-08-19 21:45:06.352,2
64db66c9b4f06b54750be427,152016,2.6,2.4,2.5,2.1,2.8,"{'chatty_score': 10.78, 'safety_score': 7.520000000000001, 'punctuality_score': 6.32, 'friendliness_score': 6.25, 'comfortibility_score': 7.589999999999999}",15,10.78,chatty_score,1,4,"{'1': 'chatty_score', '2': 'chatty_score', '3': 'chatty_score', '4': 'chatty_score'}",2023-08-27 10:37:42.871,1
64db5cd2ffbd07ec587ba8e6,44814,4.2,3.4,3.0,4.1,3.2,"{'chatty_score': 6.18, 'safety_score': 2.84, 'punctuality_score': 1.8699999999999999, 'friendliness_score': 6.840000000000001, 'comfortibility_score': 1.5999999999999999}",30,6.840000000000001,friendliness_score,4,1,{'1': 'friendliness_score'},2023-08-19 21:45:44.930,4
64db58dbffbd07ec587b6f28,30032,3.4,3.1,2.7,3.5,2.6,"{'chatty_score': 72.58000000000003, 'safety_score': 42.69999999999999, 'punctuality_score': 56.42999999999999, 'friendliness_score': 66.78999999999999, 'comfortibility_score': 41.480000000000004}",20,72.58000000000003,chatty_score,1,15,"{'1': 'friendliness_score', '2': 'friendliness_score', '3': 'friendliness_score', '4': 'friendliness_score', '5': 'friendliness_score', '6': 'friendliness_score', '7': 'chatty_score', '8': 'chatty_score', '9': 'chatty_score', '10': 'chatty_score', '11': 'chatty_score', '12': 'chatty_score', '13': 'chatty_score', '14': 'chatty_score', '15': 'chatty_score'}",2023-08-30 12:00:35.934,1
64db5d45ffbd07ec587baf6d,46485,3.2,2.7,3.4,3.9,3.6,"{'chatty_score': 5.470000000000001, 'safety_score': 3.7800000000000002, 'punctuality_score': 3.74, 'friendliness_score': 6.67, 'comfortibility_score': 3.48}",10,6.67,friendliness_score,4,1,{'1': 'friendliness_score'},2023-08-19 21:46:28.968,4
64db6099ffbd07ec587be00d,58933,4.0,4.1,3.2,4.2,4.4,"{'chatty_score': 2.6, 'safety_score': 12.290000000000003, 'punctuality_score': 4.9, 'friendliness_score': 3.15, 'comfortibility_score': 10.41}",10,12.290000000000003,safety_score,2,1,{'1': 'safety_score'},2023-08-19 21:46:30.899,2
64db68cfb4f06b54750c0176,159519,4.2,4.2,4.4,3.7,3.8,"{'chatty_score': 44.459999999999994, 'safety_score': 43.65000000000001, 'punctuality_score': 40.53, 'friendliness_score': 44.41999999999999, 'comfortibility_score': 32.96}",25,44.459999999999994,chatty_score,1,10,"{'1': 'safety_score', '2': 'safety_score', '3': 'safety_score', '4': 'friendliness_score', '5': 'friendliness_score', '6': 'friendliness_score', '7': 'friendliness_score', '8': 'safety_score', '9': 'friendliness_score', '10': 'chatty_score'}",2023-08-19 21:54:43.591,4
64db5ebfffbd07ec587bc4ff,52007,3.5,2.6,2.3,3.6,2.3,"{'chatty_score': 6.02, 'safety_score': 7.85, 'punctuality_score': 4.49, 'friendliness_score': 5.8500000000000005, 'comfortibility_score': 6.7}",25,7.85,safety_score,2,1,{'1': 'safety_score'},2023-08-19 21:47:17.250,2
64db5b0fffbd07ec587b8f48,38256,3.7,4.1,3.9,3.5,3.9,"{'chatty_score': 3.3, 'safety_score': 4.82, 'punctuality_score': 3.6700000000000004, 'friendliness_score': 2.7300000000000004, 'comfortibility_score': 2.45}",10,4.82,safety_score,2,1,{'1': 'safety_score'},2023-08-19 21:47:19.177,2
64db5f77ffbd07ec587bcf88,54704,3.8,3.6,3.0,4.0,3.7,"{'chatty_score': 4.65, 'safety_score': 8.25, 'punctuality_score': 4.970000000000001, 'friendliness_score': 8.25, 'comfortibility_score': 6.24}",25,8.25,safety_score,2,1,{'1': 'safety_score'},2023-08-19 21:48:07.014,2
64db5d5fffbd07ec587bb0e4,46860,2.8,3.3,2.8,3.2,2.5,"{'chatty_score': 5.24, 'safety_score': 4.33, 'punctuality_score': 3.66, 'friendliness_score': 3.79, 'comfortibility_score': 5.130000000000001}",25,5.24,chatty_score,1,1,{'1': 'chatty_score'},2023-08-19 21:48:08.959,1
64db5ffaffbd07ec587bd6f4,56604,3.0,2.4,2.0,3.4,2.5,"{'chatty_score': 4.14, 'safety_score': 4.72, 'punctuality_score': 4.23, 'friendliness_score': 5.82, 'comfortibility_score': 5.25}",20,5.82,friendliness_score,4,1,{'1': 'friendliness_score'},2023-08-19 21:48:58.277,4
64db5d66ffbd07ec587bb149,46961,3.3,3.7,2.7,3.5,4.0,"{'chatty_score': 5.53, 'safety_score': 4.93, 'punctuality_score': 3.42, 'friendliness_score': 6.84, 'comfortibility_score': 5.9}",10,6.84,friendliness_score,4,1,{'1': 'friendliness_score'},2023-08-19 21:49:00.217,4
64db6058ffbd07ec587bdc51,57977,3.7,2.4,2.5,3.8,2.7,"{'chatty_score': 5.430000000000001, 'safety_score': 4.9, 'punctuality_score': 3.71, 'friendliness_score': 5.66, 'comfortibility_score': 4.2}",25,5.66,friendliness_score,4,1,{'1': 'friendliness_score'},2023-08-19 21:49:47.664,4
64db5dbcffbd07ec587bb631,48217,4.1,3.1,3.7,3.8,2.6,"{'chatty_score': 3.58, 'safety_score': 5.01, 'punctuality_score': 2.8800000000000003, 'friendliness_score': 5.1899999999999995, 'comfortibility_score': 4.52}",25,5.1899999999999995,friendliness_score,4,1,{'1': 'friendliness_score'},2023-08-19 21:49:49.644,4
64db60d4ffbd07ec587be36c,59796,2.4,2.8,2.4,3.1,3.1,"{'chatty_score': 8.14, 'safety_score': 7.82, 'punctuality_score': 6.53, 'friendliness_score': 7.92, 'comfortibility_score': 5.800000000000001}",25,8.14,chatty_score,1,1,{'1': 'chatty_score'},2023-08-19 21:50:45.392,1
64db5de9ffbd07ec587bb8cc,48884,4.0,4.1,4.1,3.7,3.8,"{'chatty_score': 5.25, 'safety_score': 6.7, 'punctuality_score': 4.199999999999999, 'friendliness_score': 5.58, 'comfortibility_score': 5.84}",10,6.7,safety_score,2,1,{'1': 'safety_score'},2023-08-19 21:50:47.373,2
64db5ea7ffbd07ec587bc3a8,51664,2.6,3.9,2.8,3.5,3.6,"{'chatty_score': 5.79, 'safety_score': 7.12, 'punctuality_score': 6.11, 'friendliness_score': 5.43, 'comfortibility_score': 3.4699999999999998}",15,7.12,safety_score,2,1,{'1': 'safety_score'},2023-08-19 21:51:40.710,2
64db5936ffbd07ec587b7458,31360,2.3,3.7,3.8,2.3,2.8,"{'chatty_score': 5.33, 'safety_score': 4.82, 'punctuality_score': 3.1399999999999997, 'friendliness_score': 5.74, 'comfortibility_score': 4.390000000000001}",20,5.74,friendliness_score,4,1,{'1': 'friendliness_score'},2023-08-19 21:51:42.621,4
64db5fb5ffbd07ec587bd301,55593,3.3,4.1,3.9,3.2,3.5,"{'chatty_score': 4.5, 'safety_score': 5.220000000000001, 'punctuality_score': 4.21, 'friendliness_score': 4.629999999999999, 'comfortibility_score': 5.09}",30,5.220000000000001,safety_score,2,1,{'1': 'safety_score'},2023-08-19 21:52:36.830,2
64db5a38ffbd07ec587b830e,35126,3.6,3.6,3.5,2.8,3.5,"{'chatty_score': 3.42, 'safety_score': 4.050000000000001, 'punctuality_score': 2.37, 'friendliness_score': 3.9, 'comfortibility_score': 3.21}",15,4.050000000000001,safety_score,2,1,{'1': 'safety_score'},2023-08-19 21:52:38.793,2
64db6088ffbd07ec587bdf12,58682,2.9,3.0,2.5,3.2,3.4,"{'chatty_score': 5.5200000000000005, 'safety_score': 4.43, 'punctuality_score': 4.57, 'friendliness_score': 4.779999999999999, 'comfortibility_score': 4.96}",25,5.5200000000000005,chatty_score,1,1,{'1': 'chatty_score'},2023-08-19 21:53:34.476,1
64db5a64ffbd07ec587b8594,35772,2.3,2.0,2.1,2.6,2.2,"{'chatty_score': 4.969999999999999, 'safety_score': 5.82, 'punctuality_score': 4.76, 'friendliness_score': 4.869999999999999, 'comfortibility_score': 5.4}",30,5.82,safety_score,2,1,{'1': 'safety_score'},2023-08-19 21:53:36.415,2
64db5afeffbd07ec587b8e4c,38004,3.7,3.2,3.8,2.8,3.6,"{'chatty_score': 7.24, 'safety_score': 4.97, 'punctuality_score': 3.2300000000000004, 'friendliness_score': 4.6899999999999995, 'comfortibility_score': 4.78}",25,7.24,chatty_score,1,1,{'1': 'chatty_score'},2023-08-19 21:54:33.149,1
64db5b50ffbd07ec587b92fb,39203,3.9,3.2,4.1,2.9,2.9,"{'chatty_score': 4.43, 'safety_score': 2.8200000000000003, 'punctuality_score': 3.98, 'friendliness_score': 4.289999999999999, 'comfortibility_score': 3.19}",30,4.43,chatty_score,1,1,{'1': 'chatty_score'},2023-08-19 21:54:35.051,1
64db58dbffbd07ec587b6f29,30033,3.2,4.3,4.2,3.2,4.1,"{'chatty_score': 68.35, 'safety_score': 63.77000000000001, 'punctuality_score': 55.170000000000016, 'friendliness_score': 73.05999999999999, 'comfortibility_score': 70.67}",25,73.05999999999999,friendliness_score,4,22,"{'1': 'friendliness_score', '2': 'friendliness_score', '3': 'friendliness_score', '4': 'friendliness_score', '5': 'friendliness_score', '6': 'friendliness_score', '7': 'friendliness_score', '8': 'friendliness_score', '9': 'friendliness_score', '10': 'friendliness_score', '11': 'friendliness_score', '12': 'friendliness_score', '13': 'friendliness_score', '14': 'friendliness_score', '15': 'friendliness_score', '16': 'friendliness_score', '17': 'friendliness_score', '18': 'friendliness_score', '19': 'friendliness_score', '20': 'friendliness_score', '21': 'friendliness_score', '22': 'friendliness_score'}",2023-08-30 12:20:03.961,4
64db5a25ffbd07ec587b81f7,34847,1.5,2.0,1.9,1.6,1.7,"{'chatty_score': 2.64, 'safety_score': 1.46, 'punctuality_score': 1.1, 'friendliness_score': 0.74, 'comfortibility_score': 2.05}",15,2.64,chatty_score,1,1,{'1': 'chatty_score'},2023-08-19 21:55:18.785,1
64db6896b4f06b54750bfe4c,158709,2.0,2.9,2.1,2.5,2.6,"{'chatty_score': 4.140000000000001, 'safety_score': 3.4400000000000004, 'punctuality_score': 5.49, 'friendliness_score': 5.699999999999999, 'comfortibility_score': 3.3}",30,5.699999999999999,friendliness_score,4,2,"{'1': 'punctuality_score', '2': 'friendliness_score'}",2023-08-19 21:55:54.738,3
64db5a80ffbd07ec587b8726,36174,1.9,3.0,2.7,2.2,2.8,"{'chatty_score': 4.98, 'safety_score': 2.5500000000000003, 'punctuality_score': 5.49, 'friendliness_score': 7.66, 'comfortibility_score': 5.460000000000001}",10,7.66,friendliness_score,4,1,{'1': 'friendliness_score'},2023-08-19 21:55:52.535,4
64db5bb4ffbd07ec587b98a7,40655,2.1,3.5,3.0,1.8,3.0,"{'chatty_score': 2.75, 'safety_score': 2.16, 'punctuality_score': 3.83, 'friendliness_score': 4.140000000000001, 'comfortibility_score': 4.61}",20,4.61,comfortibility_score,5,1,{'1': 'comfortibility_score'},2023-08-19 21:56:28.688,5
64db688cb4f06b54750bfdb9,158562,3.6,3.1,3.2,3.9,3.5,"{'chatty_score': 4.46, 'safety_score': 4.359999999999999, 'punctuality_score': 5.68, 'friendliness_score': 6.37, 'comfortibility_score': 3.4800000000000004}",10,6.37,friendliness_score,4,2,"{'1': 'punctuality_score', '2': 'friendliness_score'}",2023-08-23 13:15:34.839,3
64db5c17ffbd07ec587b9e3f,42087,2.0,2.7,2.1,2.4,2.5,"{'chatty_score': 6.48, 'safety_score': 2.77, 'punctuality_score': 2.45, 'friendliness_score': 5.719999999999999, 'comfortibility_score': 4.459999999999999}",15,6.48,chatty_score,1,1,{'1': 'chatty_score'},2023-08-19 21:57:08.957,1
64db5d67ffbd07ec587bb160,46984,4.1,4.2,4.4,4.4,4.2,"{'chatty_score': 4.66, 'safety_score': 1.69, 'punctuality_score': 2.51, 'friendliness_score': 3.83, 'comfortibility_score': 2.9999999999999996}",15,4.66,chatty_score,1,1,{'1': 'chatty_score'},2023-08-19 21:57:10.874,1
64db67e6b4f06b54750bf44f,156152,3.1,3.2,2.5,3.3,3.1,"{'chatty_score': 20.67, 'safety_score': 12.71, 'punctuality_score': 16.39, 'friendliness_score': 21.549999999999997, 'comfortibility_score': 13.96}",20,21.549999999999997,friendliness_score,4,4,"{'1': 'friendliness_score', '2': 'friendliness_score', '3': 'chatty_score', '4': 'friendliness_score'}",2023-08-19 21:59:32.588,4
64db5dafffbd07ec587bb57d,48037,2.9,3.9,3.2,3.8,3.8,"{'chatty_score': 7.48, 'safety_score': 2.2199999999999998, 'punctuality_score': 6.050000000000001, 'friendliness_score': 6.790000000000001, 'comfortibility_score': 2.67}",15,7.48,chatty_score,1,1,{'1': 'chatty_score'},2023-08-19 21:57:53.046,1
64db5da8ffbd07ec587bb514,47932,2.5,4.2,3.7,2.9,4.3,"{'chatty_score': 6.4399999999999995, 'safety_score': 3.11, 'punctuality_score': 3.2800000000000002, 'friendliness_score': 5.5200000000000005, 'comfortibility_score': 5.29}",20,6.4399999999999995,chatty_score,1,1,{'1': 'chatty_score'},2023-08-19 21:57:54.989,1
64db5e61ffbd07ec587bbf9f,50631,2.2,3.6,2.8,2.0,2.9,"{'chatty_score': 9.420000000000002, 'safety_score': 3.08, 'punctuality_score': 5.09, 'friendliness_score': 7.82, 'comfortibility_score': 4.779999999999999}",20,9.420000000000002,chatty_score,1,1,{'1': 'chatty_score'},2023-08-19 21:58:38.989,1
64db5e78ffbd07ec587bc0e4,50956,4.1,4.1,3.7,4.3,4.3,"{'chatty_score': 6.4, 'safety_score': 5.04, 'punctuality_score': 6.36, 'friendliness_score': 5.17, 'comfortibility_score': 6.26}",30,6.4,chatty_score,1,1,{'1': 'chatty_score'},2023-08-19 21:58:40.917,1
64db5eb5ffbd07ec587bc473,51867,3.6,4.1,4.1,4.0,3.6,"{'chatty_score': 6.62, 'safety_score': 3.02, 'punctuality_score': 3.9400000000000004, 'friendliness_score': 5.03, 'comfortibility_score': 5.32}",20,6.62,chatty_score,1,1,{'1': 'chatty_score'},2023-08-19 21:59:26.630,1
64db595affbd07ec587b765d,31877,3.4,3.6,3.7,2.5,3.0,"{'chatty_score': 3.46, 'safety_score': 5.59, 'punctuality_score': 2.5900000000000003, 'friendliness_score': 7.84, 'comfortibility_score': 5.7299999999999995}",25,7.84,friendliness_score,4,1,{'1': 'friendliness_score'},2023-08-19 21:59:28.546,4
64db5f53ffbd07ec587bcd76,54174,3.2,3.8,3.3,2.9,2.9,"{'chatty_score': 4.44, 'safety_score': 4.21, 'punctuality_score': 3.72, 'friendliness_score': 7.21, 'comfortibility_score': 3.5799999999999996}",25,7.21,friendliness_score,4,1,{'1': 'friendliness_score'},2023-08-19 22:00:14.347,4
64db59dfffbd07ec587b7dfe,33830,3.0,3.5,2.8,3.5,3.8,"{'chatty_score': 6.17, 'safety_score': 5.93, 'punctuality_score': 5.6899999999999995, 'friendliness_score': 6.529999999999999, 'comfortibility_score': 4.859999999999999}",25,6.529999999999999,friendliness_score,4,1,{'1': 'friendliness_score'},2023-08-19 22:00:16.285,4
64db678eb4f06b54750bef4a,154867,4.2,4.5,3.9,3.7,4.2,"{'chatty_score': 4.859999999999999, 'safety_score': 6.1899999999999995, 'punctuality_score': 4.59, 'friendliness_score': 4.640000000000001, 'comfortibility_score': 4.01}",30,6.1899999999999995,safety_score,2,1,{'1': 'safety_score'},2023-08-19 22:00:18.288,2
64db5a21ffbd07ec587b81bb,34787,2.9,3.2,2.5,3.2,3.3,"{'chatty_score': 6.300000000000001, 'safety_score': 2.2399999999999998, 'punctuality_score': 3.2, 'friendliness_score': 5.66, 'comfortibility_score': 3.01}",20,6.300000000000001,chatty_score,1,1,{'1': 'chatty_score'},2023-08-19 22:01:00.751,1
64db5ab0ffbd07ec587b89e4,36876,3.5,2.9,2.6,2.9,2.5,"{'chatty_score': 5.9, 'safety_score': 3.4299999999999997, 'punctuality_score': 3.0700000000000003, 'friendliness_score': 5.4, 'comfortibility_score': 5.129999999999999}",20,5.9,chatty_score,1,1,{'1': 'chatty_score'},2023-08-19 22:01:02.663,1
64db6775b4f06b54750beddf,154504,2.9,2.4,3.2,2.6,2.8,"{'chatty_score': 4.23, 'safety_score': 4.15, 'punctuality_score': 3.09, 'friendliness_score': 2.12, 'comfortibility_score': 4.13}",20,4.23,chatty_score,1,1,{'1': 'chatty_score'},2023-08-19 22:01:04.625,1
64db5ac2ffbd07ec587b8adc,37124,2.4,3.1,2.3,2.8,3.4,"{'chatty_score': 1.4800000000000002, 'safety_score': 1.91, 'punctuality_score': 1.63, 'friendliness_score': 1.16, 'comfortibility_score': 2.39}",30,2.39,comfortibility_score,5,1,{'1': 'comfortibility_score'},2023-08-20 07:15:32.381,5
64db663fb4f06b54750bdc48,150001,3.0,2.7,2.3,2.5,2.1,"{'chatty_score': 4.01, 'safety_score': 3.63, 'punctuality_score': 4.82, 'friendliness_score': 4.28, 'comfortibility_score': 4.32}",30,4.82,punctuality_score,3,1,{'1': 'punctuality_score'},2023-08-20 07:15:32.634,3
64db5e96ffbd07ec587bc2ab,51411,4.0,3.4,4.1,4.1,3.1,"{'chatty_score': 3.95, 'safety_score': 3.6600000000000006, 'punctuality_score': 2.1, 'friendliness_score': 3.54, 'comfortibility_score': 2.66}",15,3.95,chatty_score,1,1,{'1': 'chatty_score'},2023-08-20 07:15:42.600,1
64db5b28ffbd07ec587b90b8,38624,3.3,2.6,2.4,3.7,3.2,"{'chatty_score': 4.609999999999999, 'safety_score': 8.64, 'punctuality_score': 4.8, 'friendliness_score': 3.89, 'comfortibility_score': 5.89}",10,8.64,safety_score,2,1,{'1': 'safety_score'},2023-08-20 07:15:42.865,2
64db659fb4f06b54750bd325,147662,2.6,2.9,2.1,2.1,2.9,"{'chatty_score': 2.9000000000000004, 'safety_score': 1.9699999999999998, 'punctuality_score': 2.02, 'friendliness_score': 3.3700000000000006, 'comfortibility_score': 2.0}",20,3.3700000000000006,friendliness_score,4,1,{'1': 'friendliness_score'},2023-08-20 07:15:43.160,4
64db5f73ffbd07ec587bcf50,54648,3.2,3.2,3.9,2.7,3.0,"{'chatty_score': 4.48, 'safety_score': 8.079999999999998, 'punctuality_score': 2.92, 'friendliness_score': 4.460000000000001, 'comfortibility_score': 8.52}",20,8.52,comfortibility_score,5,1,{'1': 'comfortibility_score'},2023-08-20 07:15:52.983,5
64db5b96ffbd07ec587b96ec,40212,4.1,2.7,3.8,4.3,3.2,"{'chatty_score': 2.85, 'safety_score': 4.0200000000000005, 'punctuality_score': 3.3, 'friendliness_score': 2.8200000000000003, 'comfortibility_score': 4.180000000000001}",20,4.180000000000001,comfortibility_score,5,1,{'1': 'comfortibility_score'},2023-08-20 07:15:53.247,5
64db6549b4f06b54750bce37,146400,3.3,1.9,2.3,3.6,2.0,"{'chatty_score': 4.57, 'safety_score': 7.92, 'punctuality_score': 2.2100000000000004, 'friendliness_score': 3.6700000000000004, 'comfortibility_score': 4.790000000000001}",10,7.92,safety_score,2,1,{'1': 'safety_score'},2023-08-20 07:15:53.554,2
