_id,userId,chatty_score,safety_score,punctuality_score,friendliness_score,comfortibility_score,ratings_got_dict,UTT,max_rating_with_variance,got_feedback_classifier,got_feedback_classifier_int,trip_nbr,trip_got_class,time_stamp,most_frequent
64e889894b6b0cea4cd251c7,3806,2.5,3.3,3.1,2.2,3.8,"{'chatty_score': 3.33, 'safety_score': 1.9200000000000002, 'punctuality_score': 1.79, 'friendliness_score': 4.23, 'comfortibility_score': 5.419999999999999}",10,5.419999999999999,comfortibility_score,5,1,{'1': 'comfortibility_score'},2023-08-25 19:36:43.182,5
64e88f2e4b6b0cea4cd26c89,10656,2.0,3.0,2.4,2.0,2.2,"{'chatty_score': 2.19, 'safety_score': 3.8, 'punctuality_score': 2.98, 'friendliness_score': 3.42, 'comfortibility_score': 2.58}",25,3.8,safety_score,2,1,{'1': 'safety_score'},2023-08-25 19:36:56.463,2
64e88b114b6b0cea4cd25882,5529,3.5,3.0,3.5,2.5,2.4,"{'chatty_score': 1.9300000000000002, 'safety_score': 2.1300000000000003, 'punctuality_score': 3.0500000000000003, 'friendliness_score': 2.61, 'comfortibility_score': 3.5199999999999996}",25,3.5199999999999996,comfortibility_score,5,1,{'1': 'comfortibility_score'},2023-08-25 19:36:57.253,5
64e88fdf4b6b0cea4cd26ff3,11530,2.8,3.2,2.5,2.7,2.5,"{'chatty_score': 2.3200000000000003, 'safety_score': 4.49, 'punctuality_score': 2.54, 'friendliness_score': 3.0, 'comfortibility_score': 4.23}",20,4.49,safety_score,2,1,{'1': 'safety_score'},2023-08-25 19:37:11.387,2
64e88d884b6b0cea4cd26479,8592,3.5,3.6,4.2,4.0,3.4,"{'chatty_score': 3.3000000000000003, 'safety_score': 5.13, 'punctuality_score': 4.61, 'friendliness_score': 3.98, 'comfortibility_score': 3.2800000000000002}",25,5.13,safety_score,2,1,{'1': 'safety_score'},2023-08-25 19:37:12.088,2
64e891ff4b6b0cea4cd27a6c,14211,2.4,3.5,2.9,2.2,3.5,"{'chatty_score': 3.44, 'safety_score': 4.38, 'punctuality_score': 2.84, 'friendliness_score': 4.38, 'comfortibility_score': 4.52}",30,4.52,comfortibility_score,5,1,{'1': 'comfortibility_score'},2023-08-25 19:37:26.499,5
64e88fbb4b6b0cea4cd26f42,11353,3.2,3.4,3.7,3.7,3.7,"{'chatty_score': 3.3200000000000003, 'safety_score': 5.959999999999999, 'punctuality_score': 2.44, 'friendliness_score': 3.88, 'comfortibility_score': 4.05}",30,5.959999999999999,safety_score,2,1,{'1': 'safety_score'},2023-08-25 19:37:27.265,2
64e886334b6b0cea4cd2431c,51,3.6,3.2,3.6,3.4,2.7,"{'chatty_score': 21.5, 'safety_score': 14.47, 'punctuality_score': 15.529999999999998, 'friendliness_score': 19.130000000000003, 'comfortibility_score': 13.879999999999999}",20,21.5,chatty_score,1,5,"{'1': 'punctuality_score', '2': 'chatty_score', '3': 'chatty_score', '4': 'chatty_score', '5': 'chatty_score'}",2023-08-25 19:38:45.143,1
64e88f664b6b0cea4cd26d9e,10933,4.5,4.0,4.2,4.5,3.6,"{'chatty_score': 2.04, 'safety_score': 0.5800000000000001, 'punctuality_score': 1.8800000000000001, 'friendliness_score': 0.5700000000000001, 'comfortibility_score': 0.64}",10,2.04,chatty_score,1,1,{'1': 'chatty_score'},2023-08-25 19:37:50.618,1
64e8a20da2cae17a1e27263f,114391,2.1,2.1,3.1,2.4,2.5,"{'chatty_score': 25.279999999999998, 'safety_score': 26.48, 'punctuality_score': 37.779999999999994, 'friendliness_score': 12.24, 'comfortibility_score': 20.98}",25,37.779999999999994,punctuality_score,3,13,"{'1': 'chatty_score', '2': 'chatty_score', '3': 'chatty_score', '4': 'punctuality_score', '5': 'punctuality_score', '6': 'punctuality_score', '7': 'punctuality_score', '8': 'punctuality_score', '9': 'punctuality_score', '10': 'punctuality_score', '11': 'punctuality_score', '12': 'punctuality_score', '13': 'punctuality_score'}",2023-08-25 21:06:02.312,3
64e892604b6b0cea4cd27c4b,14690,4.0,2.9,4.0,3.9,3.0,"{'chatty_score': 4.74, 'safety_score': 0.8700000000000001, 'punctuality_score': 1.59, 'friendliness_score': 1.6100000000000003, 'comfortibility_score': 2.26}",20,4.74,chatty_score,1,1,{'1': 'chatty_score'},2023-08-25 19:38:04.804,1
64e892834b6b0cea4cd27cf8,14863,3.4,2.7,3.0,2.9,3.0,"{'chatty_score': 3.03, 'safety_score': 0.69, 'punctuality_score': 1.7100000000000002, 'friendliness_score': 1.33, 'comfortibility_score': 2.01}",25,3.03,chatty_score,1,1,{'1': 'chatty_score'},2023-08-25 19:38:18.308,1
64e88c434b6b0cea4cd25e33,6986,3.5,2.8,3.5,3.6,3.6,"{'chatty_score': 2.2199999999999998, 'safety_score': 1.0, 'punctuality_score': 1.34, 'friendliness_score': 1.42, 'comfortibility_score': 1.69}",25,2.2199999999999998,chatty_score,1,1,{'1': 'chatty_score'},2023-08-25 19:38:32.450,1
64e88fa64b6b0cea4cd26edb,11250,3.8,3.9,3.2,4.1,3.7,"{'chatty_score': 2.2600000000000002, 'safety_score': 1.88, 'punctuality_score': 2.94, 'friendliness_score': 1.8900000000000001, 'comfortibility_score': 1.9}",25,2.94,punctuality_score,3,1,{'1': 'punctuality_score'},2023-08-25 19:38:45.763,3
64e886334b6b0cea4cd2431d,52,2.8,2.7,3.5,2.4,2.3,"{'chatty_score': 12.46, 'safety_score': 14.069999999999999, 'punctuality_score': 14.61, 'friendliness_score': 10.170000000000002, 'comfortibility_score': 13.089999999999998}",10,14.61,punctuality_score,3,5,"{'1': 'punctuality_score', '2': 'punctuality_score', '3': 'punctuality_score', '4': 'punctuality_score', '5': 'punctuality_score'}",2023-08-25 19:40:07.925,3
64e88ca84b6b0cea4cd26027,7486,3.9,4.1,4.3,3.2,3.8,"{'chatty_score': 1.62, 'safety_score': 0.52, 'punctuality_score': 0.77, 'friendliness_score': 0.48, 'comfortibility_score': 0.37000000000000005}",10,1.62,chatty_score,1,1,{'1': 'chatty_score'},2023-08-25 19:39:15.009,1
64e8a1aea2cae17a1e272469,113921,3.3,2.7,3.0,2.4,2.3,"{'chatty_score': 42.629999999999995, 'safety_score': 55.67, 'punctuality_score': 32.089999999999996, 'friendliness_score': 36.339999999999996, 'comfortibility_score': 46.90000000000003}",30,55.67,safety_score,2,16,"{'1': 'punctuality_score', '2': 'comfortibility_score', '3': 'comfortibility_score', '4': 'comfortibility_score', '5': 'comfortibility_score', '6': 'comfortibility_score', '7': 'safety_score', '8': 'safety_score', '9': 'safety_score', '10': 'safety_score', '11': 'safety_score', '12': 'safety_score', '13': 'safety_score', '14': 'safety_score', '15': 'safety_score', '16': 'safety_score'}",2023-08-26 18:55:50.612,2
64e88ef74b6b0cea4cd26b84,10395,3.8,3.5,4.2,3.8,2.7,"{'chatty_score': 2.15, 'safety_score': 7.5, 'punctuality_score': 2.5799999999999996, 'friendliness_score': 1.42, 'comfortibility_score': 5.08}",15,7.5,safety_score,2,1,{'1': 'safety_score'},2023-08-25 19:39:28.306,2
64e88f634b6b0cea4cd26d8e,10917,3.0,2.7,3.6,3.2,3.3,"{'chatty_score': 2.75, 'safety_score': 9.6, 'punctuality_score': 4.6, 'friendliness_score': 2.9799999999999995, 'comfortibility_score': 8.0}",25,9.6,safety_score,2,1,{'1': 'safety_score'},2023-08-25 19:39:41.408,2
64e891f14b6b0cea4cd27a2a,14145,2.6,2.5,3.5,2.7,2.3,"{'chatty_score': 2.52, 'safety_score': 5.720000000000001, 'punctuality_score': 2.59, 'friendliness_score': 2.7199999999999998, 'comfortibility_score': 4.970000000000001}",15,5.720000000000001,safety_score,2,1,{'1': 'safety_score'},2023-08-25 19:39:54.953,2
64e88dca4b6b0cea4cd265ba,8913,2.1,4.2,3.2,2.6,4.3,"{'chatty_score': 5.74, 'safety_score': 7.460000000000001, 'punctuality_score': 3.9099999999999997, 'friendliness_score': 4.07, 'comfortibility_score': 6.930000000000001}",10,7.460000000000001,safety_score,2,1,{'1': 'safety_score'},2023-08-25 19:40:08.541,2
64e890c64b6b0cea4cd27465,12668,2.8,2.3,2.4,2.7,2.4,"{'chatty_score': 0.9000000000000001, 'safety_score': 2.02, 'punctuality_score': 0.5599999999999999, 'friendliness_score': 0.87, 'comfortibility_score': 2.56}",10,2.56,comfortibility_score,5,1,{'1': 'comfortibility_score'},2023-08-25 19:40:35.191,5
64e8a22ba2cae17a1e2726d2,114538,3.5,4.3,3.6,4.1,4.4,"{'chatty_score': 9.77, 'safety_score': 12.030000000000001, 'punctuality_score': 7.27, 'friendliness_score': 15.910000000000002, 'comfortibility_score': 14.400000000000002}",20,15.910000000000002,friendliness_score,4,5,"{'1': 'comfortibility_score', '2': 'comfortibility_score', '3': 'comfortibility_score', '4': 'comfortibility_score', '5': 'friendliness_score'}",2023-08-25 19:41:37.220,5
64e88ef14b6b0cea4cd26b64,10363,3.8,3.2,3.9,3.7,2.8,"{'chatty_score': 1.3399999999999999, 'safety_score': 7.74, 'punctuality_score': 2.42, 'friendliness_score': 3.0, 'comfortibility_score': 11.52}",15,11.52,comfortibility_score,5,1,{'1': 'comfortibility_score'},2023-08-25 19:40:49.849,5
64e88fd04b6b0cea4cd26fa9,11456,3.1,4.2,3.8,3.3,4.2,"{'chatty_score': 2.9, 'safety_score': 2.9499999999999997, 'punctuality_score': 2.49, 'friendliness_score': 1.55, 'comfortibility_score': 5.34}",10,5.34,comfortibility_score,5,1,{'1': 'comfortibility_score'},2023-08-25 19:41:04.548,5
64e8871f4b6b0cea4cd2472a,1089,4.4,3.8,3.3,4.5,3.8,"{'chatty_score': 2.12, 'safety_score': 4.75, 'punctuality_score': 2.04, 'friendliness_score': 2.44, 'comfortibility_score': 5.6}",30,5.6,comfortibility_score,5,1,{'1': 'comfortibility_score'},2023-08-25 19:41:20.159,5
64e8889a4b6b0cea4cd24dab,2754,3.8,3.0,2.5,3.8,3.3,"{'chatty_score': 2.71, 'safety_score': 3.95, 'punctuality_score': 2.5, 'friendliness_score': 1.56, 'comfortibility_score': 3.49}",30,3.95,safety_score,2,1,{'1': 'safety_score'},2023-08-25 19:41:35.895,2
64e88e0d4b6b0cea4cd26704,9243,3.6,3.9,2.8,4.1,3.7,"{'chatty_score': 5.859999999999999, 'safety_score': 7.260000000000001, 'punctuality_score': 5.12, 'friendliness_score': 8.370000000000001, 'comfortibility_score': 5.130000000000001}",10,8.370000000000001,friendliness_score,4,1,{'1': 'friendliness_score'},2023-08-25 19:42:05.116,4
64e88bd64b6b0cea4cd25c1a,6449,2.7,3.0,3.3,3.3,3.6,"{'chatty_score': 6.840000000000001, 'safety_score': 3.1399999999999997, 'punctuality_score': 2.45, 'friendliness_score': 5.25, 'comfortibility_score': 3.11}",25,6.840000000000001,chatty_score,1,1,{'1': 'chatty_score'},2023-08-25 19:42:05.847,1
64e8a0e0a2cae17a1e272071,112905,2.8,2.4,3.3,2.2,2.0,"{'chatty_score': 15.64, 'safety_score': 29.299999999999997, 'punctuality_score': 27.629999999999995, 'friendliness_score': 23.740000000000002, 'comfortibility_score': 33.0}",20,33.0,comfortibility_score,5,5,"{'1': 'friendliness_score', '2': 'friendliness_score', '3': 'comfortibility_score', '4': 'comfortibility_score', '5': 'comfortibility_score'}",2023-08-25 19:43:21.282,5
64e88d574b6b0cea4cd26387,8350,3.4,4.1,3.5,3.8,4.1,"{'chatty_score': 3.32, 'safety_score': 3.08, 'punctuality_score': 1.63, 'friendliness_score': 2.74, 'comfortibility_score': 2.88}",20,3.32,chatty_score,1,1,{'1': 'chatty_score'},2023-08-25 19:42:21.663,1
64e8869e4b6b0cea4cd244f3,522,2.3,1.8,2.8,2.5,1.7,"{'chatty_score': 3.81, 'safety_score': 1.96, 'punctuality_score': 4.4, 'friendliness_score': 5.52, 'comfortibility_score': 3.19}",20,5.52,friendliness_score,4,1,{'1': 'friendliness_score'},2023-08-25 19:42:22.356,4
64e88e5e4b6b0cea4cd26894,9643,3.1,2.5,2.8,3.1,2.3,"{'chatty_score': 4.13, 'safety_score': 1.9700000000000002, 'punctuality_score': 1.8599999999999999, 'friendliness_score': 6.0, 'comfortibility_score': 5.7700000000000005}",25,6.0,friendliness_score,4,1,{'1': 'friendliness_score'},2023-08-25 19:42:40.053,4
64e887654b6b0cea4cd2485e,1397,2.4,3.8,3.6,2.4,3.2,"{'chatty_score': 3.35, 'safety_score': 4.5, 'punctuality_score': 3.5200000000000005, 'friendliness_score': 2.8099999999999996, 'comfortibility_score': 6.459999999999999}",25,6.459999999999999,comfortibility_score,5,1,{'1': 'comfortibility_score'},2023-08-25 19:42:40.750,5
64e88f444b6b0cea4cd26cf6,10765,2.8,3.7,3.2,3.1,3.2,"{'chatty_score': 5.860000000000001, 'safety_score': 3.93, 'punctuality_score': 2.4800000000000004, 'friendliness_score': 6.24, 'comfortibility_score': 5.34}",15,6.24,friendliness_score,4,1,{'1': 'friendliness_score'},2023-08-25 19:42:59.001,4
64e88a2e4b6b0cea4cd2549d,4532,2.6,3.8,3.7,3.3,3.9,"{'chatty_score': 3.72, 'safety_score': 5.47, 'punctuality_score': 1.49, 'friendliness_score': 3.5600000000000005, 'comfortibility_score': 7.239999999999999}",30,7.239999999999999,comfortibility_score,5,1,{'1': 'comfortibility_score'},2023-08-25 19:42:59.701,5
64e88ac54b6b0cea4cd25737,5198,2.2,2.4,2.5,1.9,2.9,"{'chatty_score': 2.76, 'safety_score': 5.65, 'punctuality_score': 5.7, 'friendliness_score': 3.79, 'comfortibility_score': 4.8100000000000005}",15,5.7,punctuality_score,3,1,{'1': 'punctuality_score'},2023-08-25 19:43:18.712,3
64e886474b6b0cea4cd24376,141,2.7,2.6,3.3,3.5,2.2,"{'chatty_score': 18.459999999999997, 'safety_score': 11.47, 'punctuality_score': 17.71, 'friendliness_score': 19.5, 'comfortibility_score': 11.790000000000001}",20,19.5,friendliness_score,4,7,"{'1': 'friendliness_score', '2': 'friendliness_score', '3': 'friendliness_score', '4': 'chatty_score', '5': 'chatty_score', '6': 'punctuality_score', '7': 'friendliness_score'}",2023-08-26 10:56:24.376,4
64e886344b6b0cea4cd24320,55,3.4,2.9,2.9,3.2,3.0,"{'chatty_score': 15.29, 'safety_score': 8.270000000000001, 'punctuality_score': 16.46, 'friendliness_score': 16.85, 'comfortibility_score': 7.219999999999999}",20,16.85,friendliness_score,4,5,"{'1': 'friendliness_score', '2': 'friendliness_score', '3': 'chatty_score', '4': 'friendliness_score', '5': 'friendliness_score'}",2023-08-25 19:44:43.503,4
64e8884d4b6b0cea4cd24c5a,2417,3.2,3.1,2.5,3.6,3.3,"{'chatty_score': 3.28, 'safety_score': 2.7100000000000004, 'punctuality_score': 1.23, 'friendliness_score': 1.6099999999999999, 'comfortibility_score': 0.35}",10,3.28,chatty_score,1,1,{'1': 'chatty_score'},2023-08-25 19:43:45.034,1
64e8a280a2cae17a1e27286e,114950,2.1,3.5,3.2,2.0,3.2,"{'chatty_score': 82.1, 'safety_score': 73.51, 'punctuality_score': 82.50999999999996, 'friendliness_score': 80.27999999999999, 'comfortibility_score': 69.41999999999999}",30,82.50999999999996,punctuality_score,3,28,"{'1': 'chatty_score', '2': 'friendliness_score', '3': 'friendliness_score', '4': 'friendliness_score', '5': 'friendliness_score', '6': 'friendliness_score', '7': 'friendliness_score', '8': 'friendliness_score', '9': 'friendliness_score', '10': 'friendliness_score', '11': 'friendliness_score', '12': 'friendliness_score', '13': 'friendliness_score', '14': 'friendliness_score', '15': 'friendliness_score', '16': 'friendliness_score', '17': 'friendliness_score', '18': 'punctuality_score', '19': 'punctuality_score', '20': 'punctuality_score', '21': 'punctuality_score', '22': 'punctuality_score', '23': 'friendliness_score', '24': 'punctuality_score', '25': 'punctuality_score', '26': 'punctuality_score', '27': 'punctuality_score', '28': 'punctuality_score'}",2023-08-26 17:21:37.847,4
64e88b7b4b6b0cea4cd25a62,6009,3.1,3.5,4.0,3.4,3.2,"{'chatty_score': 2.09, 'safety_score': 1.88, 'punctuality_score': 1.74, 'friendliness_score': 3.5700000000000003, 'comfortibility_score': 1.4400000000000002}",20,3.5700000000000003,friendliness_score,4,1,{'1': 'friendliness_score'},2023-08-25 19:43:59.494,4
64e88d4b4b6b0cea4cd2634a,8289,3.2,2.2,2.1,3.5,2.0,"{'chatty_score': 1.72, 'safety_score': 1.01, 'punctuality_score': 1.98, 'friendliness_score': 1.98, 'comfortibility_score': 1.4100000000000001}",20,1.98,punctuality_score,3,1,{'1': 'punctuality_score'},2023-08-25 19:44:13.988,3
64e88fb14b6b0cea4cd26f0f,11302,3.4,3.8,3.3,3.7,3.9,"{'chatty_score': 4.02, 'safety_score': 2.56, 'punctuality_score': 4.68, 'friendliness_score': 5.180000000000001, 'comfortibility_score': 2.5999999999999996}",30,5.180000000000001,friendliness_score,4,1,{'1': 'friendliness_score'},2023-08-25 19:44:29.074,4
64e886524b6b0cea4cd243a3,186,2.4,2.2,2.2,3.3,2.4,"{'chatty_score': 23.14, 'safety_score': 18.75, 'punctuality_score': 25.47, 'friendliness_score': 23.369999999999997, 'comfortibility_score': 23.679999999999996}",15,25.47,punctuality_score,3,7,"{'1': 'friendliness_score', '2': 'punctuality_score', '3': 'punctuality_score', '4': 'punctuality_score', '5': 'punctuality_score', '6': 'punctuality_score', '7': 'punctuality_score'}",2023-08-26 12:55:21.137,3
64e88e624b6b0cea4cd268a7,9662,3.1,2.3,2.5,2.3,2.9,"{'chatty_score': 1.29, 'safety_score': 2.52, 'punctuality_score': 1.56, 'friendliness_score': 1.26, 'comfortibility_score': 2.61}",15,2.61,comfortibility_score,5,1,{'1': 'comfortibility_score'},2023-08-25 19:45:18.183,5
64e88bc24b6b0cea4cd25bb8,6351,3.5,3.9,3.2,2.8,3.4,"{'chatty_score': 0.8500000000000001, 'safety_score': 1.6600000000000001, 'punctuality_score': 2.08, 'friendliness_score': 1.26, 'comfortibility_score': 2.04}",25,2.08,punctuality_score,3,1,{'1': 'punctuality_score'},2023-08-25 19:45:18.883,3
64e8a238a2cae17a1e272710,114600,2.4,2.1,3.0,1.9,2.2,"{'chatty_score': 44.78999999999999, 'safety_score': 42.39000000000001, 'punctuality_score': 43.74, 'friendliness_score': 38.330000000000005, 'comfortibility_score': 43.400000000000006}",30,44.78999999999999,chatty_score,1,11,"{'1': 'punctuality_score', '2': 'punctuality_score', '3': 'punctuality_score', '4': 'punctuality_score', '5': 'comfortibility_score', '6': 'comfortibility_score', '7': 'comfortibility_score', '8': 'comfortibility_score', '9': 'safety_score', '10': 'comfortibility_score', '11': 'chatty_score'}",2023-08-26 12:52:58.890,5
64e88ffa4b6b0cea4cd27077,11662,4.0,3.4,3.9,3.9,3.3,"{'chatty_score': 3.2800000000000002, 'safety_score': 3.61, 'punctuality_score': 6.71, 'friendliness_score': 3.7300000000000004, 'comfortibility_score': 3.1}",25,6.71,punctuality_score,3,1,{'1': 'punctuality_score'},2023-08-25 19:45:31.860,3
64e88d504b6b0cea4cd26366,8317,3.0,3.5,2.7,3.3,3.4,"{'chatty_score': 3.8200000000000003, 'safety_score': 3.2, 'punctuality_score': 3.5, 'friendliness_score': 2.6000000000000005, 'comfortibility_score': 2.4400000000000004}",30,3.8200000000000003,chatty_score,1,1,{'1': 'chatty_score'},2023-08-25 19:45:32.568,1
64e88d824b6b0cea4cd26458,8559,3.7,2.9,2.7,3.5,3.5,"{'chatty_score': 4.08, 'safety_score': 3.5, 'punctuality_score': 3.5, 'friendliness_score': 4.54, 'comfortibility_score': 3.6}",20,4.54,friendliness_score,4,1,{'1': 'friendliness_score'},2023-08-25 19:45:46.358,4
64e886ad4b6b0cea4cd24534,587,2.0,2.7,3.3,2.0,2.4,"{'chatty_score': 2.7800000000000002, 'safety_score': 3.36, 'punctuality_score': 2.9800000000000004, 'friendliness_score': 2.38, 'comfortibility_score': 3.33}",30,3.36,safety_score,2,1,{'1': 'safety_score'},2023-08-25 19:45:47.079,2
64e88df14b6b0cea4cd2667d,9108,3.7,2.3,3.2,4.0,2.8,"{'chatty_score': 4.3999999999999995, 'safety_score': 3.7800000000000002, 'punctuality_score': 3.84, 'friendliness_score': 3.7, 'comfortibility_score': 2.98}",10,4.3999999999999995,chatty_score,1,1,{'1': 'chatty_score'},2023-08-25 19:46:01.311,1
64e887884b6b0cea4cd248f7,1550,2.0,2.3,2.2,2.5,1.9,"{'chatty_score': 2.38, 'safety_score': 3.5999999999999996, 'punctuality_score': 3.4699999999999998, 'friendliness_score': 2.3, 'comfortibility_score': 3.17}",10,3.5999999999999996,safety_score,2,1,{'1': 'safety_score'},2023-08-25 19:46:02.007,2
64e8889b4b6b0cea4cd24db2,2761,2.1,3.6,3.1,2.3,3.8,"{'chatty_score': 3.3600000000000003, 'safety_score': 2.4699999999999998, 'punctuality_score': 3.23, 'friendliness_score': 2.8899999999999997, 'comfortibility_score': 3.13}",20,3.3600000000000003,chatty_score,1,1,{'1': 'chatty_score'},2023-08-25 19:46:17.851,1
64e886424b6b0cea4cd24360,119,4.1,2.5,3.6,3.4,2.7,"{'chatty_score': 24.339999999999996, 'safety_score': 30.05, 'punctuality_score': 21.530000000000005, 'friendliness_score': 24.750000000000004, 'comfortibility_score': 29.38999999999999}",25,30.05,safety_score,2,7,"{'1': 'friendliness_score', '2': 'comfortibility_score', '3': 'comfortibility_score', '4': 'comfortibility_score', '5': 'comfortibility_score', '6': 'comfortibility_score', '7': 'safety_score'}",2023-08-26 06:22:42.258,5
64e886344b6b0cea4cd24322,57,4.6,3.9,4.2,4.5,4.3,"{'chatty_score': 20.31, 'safety_score': 21.029999999999998, 'punctuality_score': 13.290000000000001, 'friendliness_score': 23.15, 'comfortibility_score': 21.47}",30,23.15,friendliness_score,4,5,"{'1': 'friendliness_score', '2': 'friendliness_score', '3': 'friendliness_score', '4': 'friendliness_score', '5': 'friendliness_score'}",2023-08-25 19:47:42.014,4
64e888b14b6b0cea4cd24e10,2855,4.2,3.4,3.6,4.0,3.1,"{'chatty_score': 2.64, 'safety_score': 2.09, 'punctuality_score': 1.13, 'friendliness_score': 3.17, 'comfortibility_score': 2.29}",15,3.17,friendliness_score,4,1,{'1': 'friendliness_score'},2023-08-25 19:46:43.810,4
64e88cc04b6b0cea4cd2609f,7606,3.2,2.9,2.4,3.3,2.8,"{'chatty_score': 10.16, 'safety_score': 1.7, 'punctuality_score': 3.4299999999999997, 'friendliness_score': 10.520000000000001, 'comfortibility_score': 1.46}",20,10.520000000000001,friendliness_score,4,1,{'1': 'friendliness_score'},2023-08-25 19:46:44.517,4
64e8a0b3a2cae17a1e271f9b,112691,3.5,3.8,3.8,2.7,3.1,"{'chatty_score': 16.43, 'safety_score': 25.86, 'punctuality_score': 14.600000000000001, 'friendliness_score': 15.100000000000001, 'comfortibility_score': 23.2}",15,25.86,safety_score,2,5,"{'1': 'safety_score', '2': 'safety_score', '3': 'safety_score', '4': 'comfortibility_score', '5': 'safety_score'}",2023-08-25 19:47:45.188,2
64e88d154b6b0cea4cd26242,8025,3.4,2.8,2.2,3.4,2.4,"{'chatty_score': 11.120000000000001, 'safety_score': 6.790000000000001, 'punctuality_score': 9.159999999999998, 'friendliness_score': 8.049999999999999, 'comfortibility_score': 5.72}",25,11.120000000000001,chatty_score,1,1,{'1': 'chatty_score'},2023-08-25 19:46:57.670,1
64e88ec44b6b0cea4cd26a89,10144,3.3,3.9,3.3,2.8,3.7,"{'chatty_score': 6.9799999999999995, 'safety_score': 4.050000000000001, 'punctuality_score': 3.75, 'friendliness_score': 6.11, 'comfortibility_score': 3.9399999999999995}",10,6.9799999999999995,chatty_score,1,1,{'1': 'chatty_score'},2023-08-25 19:46:58.376,1
64e891844b6b0cea4cd2780f,13606,3.8,2.8,3.6,3.5,3.6,"{'chatty_score': 5.26, 'safety_score': 2.7399999999999998, 'punctuality_score': 3.87, 'friendliness_score': 4.04, 'comfortibility_score': 1.77}",25,5.26,chatty_score,1,1,{'1': 'chatty_score'},2023-08-25 19:47:12.330,1
64e88f024b6b0cea4cd26bb7,10446,3.3,3.6,3.9,3.9,3.3,"{'chatty_score': 3.54, 'safety_score': 4.17, 'punctuality_score': 4.739999999999999, 'friendliness_score': 4.880000000000001, 'comfortibility_score': 5.34}",20,5.34,comfortibility_score,5,1,{'1': 'comfortibility_score'},2023-08-25 19:47:13.035,5
64e890ba4b6b0cea4cd2742a,12609,3.8,2.3,3.1,3.9,2.3,"{'chatty_score': 4.6000000000000005, 'safety_score': 4.46, 'punctuality_score': 2.33, 'friendliness_score': 4.199999999999999, 'comfortibility_score': 5.56}",30,5.56,comfortibility_score,5,1,{'1': 'comfortibility_score'},2023-08-25 19:47:26.978,5
64e887c34b6b0cea4cd249fa,1809,2.6,1.7,2.1,3.4,2.0,"{'chatty_score': 3.34, 'safety_score': 3.37, 'punctuality_score': 2.77, 'friendliness_score': 2.29, 'comfortibility_score': 3.1399999999999997}",15,3.37,safety_score,2,1,{'1': 'safety_score'},2023-08-25 19:47:27.690,2
64e891f74b6b0cea4cd27a46,14173,3.2,2.7,3.8,3.3,3.2,"{'chatty_score': 4.300000000000001, 'safety_score': 4.41, 'punctuality_score': 2.6100000000000003, 'friendliness_score': 4.03, 'comfortibility_score': 2.5}",15,4.41,safety_score,2,1,{'1': 'safety_score'},2023-08-25 19:47:42.727,2
64e888a64b6b0cea4cd24de3,2810,4.2,3.3,3.2,3.9,2.8,"{'chatty_score': 2.3099999999999996, 'safety_score': 6.91, 'punctuality_score': 2.4299999999999997, 'friendliness_score': 2.77, 'comfortibility_score': 4.24}",15,6.91,safety_score,2,1,{'1': 'safety_score'},2023-08-25 19:47:43.431,2
64e88ec24b6b0cea4cd26a7f,10134,4.1,3.0,3.2,3.9,2.8,"{'chatty_score': 5.35, 'safety_score': 6.140000000000001, 'punctuality_score': 3.75, 'friendliness_score': 5.360000000000001, 'comfortibility_score': 6.99}",10,6.99,comfortibility_score,5,1,{'1': 'comfortibility_score'},2023-08-25 19:48:08.162,5
64e88a6c4b6b0cea4cd255ae,4805,3.7,3.7,3.9,3.7,2.8,"{'chatty_score': 4.01, 'safety_score': 7.380000000000001, 'punctuality_score': 2.79, 'friendliness_score': 2.4400000000000004, 'comfortibility_score': 4.5600000000000005}",10,7.380000000000001,safety_score,2,1,{'1': 'safety_score'},2023-08-25 19:48:08.921,2
64e891044b6b0cea4cd27596,12973,3.4,4.0,3.4,3.9,4.0,"{'chatty_score': 5.32, 'safety_score': 8.129999999999999, 'punctuality_score': 2.8200000000000003, 'friendliness_score': 5.6899999999999995, 'comfortibility_score': 5.950000000000001}",30,8.129999999999999,safety_score,2,1,{'1': 'safety_score'},2023-08-25 19:48:25.076,2
64e88c524b6b0cea4cd25e81,7064,1.8,1.7,2.5,1.6,1.5,"{'chatty_score': 10.850000000000001, 'safety_score': 5.68, 'punctuality_score': 2.36, 'friendliness_score': 8.379999999999999, 'comfortibility_score': 5.970000000000001}",20,10.850000000000001,chatty_score,1,1,{'1': 'chatty_score'},2023-08-25 19:48:25.785,1
64e88ee04b6b0cea4cd26b15,10284,3.8,1.9,2.4,3.8,2.0,"{'chatty_score': 7.94, 'safety_score': 6.2, 'punctuality_score': 6.6899999999999995, 'friendliness_score': 7.04, 'comfortibility_score': 4.66}",15,7.94,chatty_score,1,1,{'1': 'chatty_score'},2023-08-25 19:48:43.356,1
64e8864a4b6b0cea4cd24382,153,2.3,1.9,2.5,3.0,2.0,"{'chatty_score': 31.360000000000003, 'safety_score': 22.709999999999997, 'punctuality_score': 30.780000000000005, 'friendliness_score': 26.670000000000005, 'comfortibility_score': 23.97}",25,31.360000000000003,chatty_score,1,7,"{'1': 'safety_score', '2': 'friendliness_score', '3': 'friendliness_score', '4': 'friendliness_score', '5': 'punctuality_score', '6': 'chatty_score', '7': 'chatty_score'}",2023-08-26 11:34:44.226,4
