_id,userId,chatty_score,safety_score,punctuality_score,friendliness_score,comfortibility_score,variance_dict,UTT,max_variance,giving_feedback_classifier,giving_feedback_classifier_int,trip_nbr,trip_given_class,time_stamp,current_time
64db688bb4f06b54750bfda7,158544,3.8,3.3,3.2,3.0,2.6,"{'chatty_score': 0.3, 'safety_score': 0.5, 'punctuality_score': 0.1, 'friendliness_score': 0.1, 'comfortibility_score': 0.7}",15,0.7,comfortibility_score,5,1,{'1': 'comfortibility_score'},2023-08-16 18:42:04.740,
64db5d81ffbd07ec587bb2d4,47356,2.5,3.3,3.3,3.2,3.5,"{'chatty_score': 0.1, 'safety_score': 0.1, 'punctuality_score': 0.2, 'friendliness_score': 0.1, 'comfortibility_score': 0.4}",30,0.4,comfortibility_score,5,1,{'1': 'comfortibility_score'},2023-08-16 18:42:49.856,
64db6647b4f06b54750bdcca,150131,2.3,3.5,2.2,2.4,2.8,"{'chatty_score': 0.7, 'safety_score': 0.7, 'punctuality_score': 1.2, 'friendliness_score': 0.6, 'comfortibility_score': 1.0}",15,1.2,punctuality_score,3,4,"{'1': 'punctuality_score', '2': 'punctuality_score', '3': 'punctuality_score', '4': 'punctuality_score'}",2023-08-16 18:42:50.386,2023-08-17 07:06:07
64db5b01ffbd07ec587b8e7f,38055,2.8,2.7,3.3,3.4,3.3,"{'chatty_score': 0.1, 'safety_score': 1.7, 'punctuality_score': 0.7, 'friendliness_score': 0.1, 'comfortibility_score': 1.0}",25,1.7,safety_score,2,1,{'1': 'safety_score'},2023-08-16 18:43:47.296,
64db5c74ffbd07ec587ba387,43439,3.8,4.1,3.7,4.1,4.3,"{'chatty_score': 0.4, 'safety_score': 0.8, 'punctuality_score': 0.9, 'friendliness_score': 0.3, 'comfortibility_score': 0.3}",25,0.9,punctuality_score,3,1,{'1': 'punctuality_score'},2023-08-16 18:43:47.802,
64db67bbb4f06b54750bf1db,155524,3.1,3.0,3.0,3.1,3.4,"{'chatty_score': 0.1, 'safety_score': 0.3, 'punctuality_score': 0.1, 'friendliness_score': 0.2, 'comfortibility_score': 0.5}",25,0.5,comfortibility_score,5,1,{'1': 'comfortibility_score'},2023-08-16 18:43:48.355,
64db5a9affbd07ec587b8899,36545,3.4,3.8,4.0,2.6,3.1,"{'chatty_score': 0.4, 'safety_score': 0.5, 'punctuality_score': 1.1, 'friendliness_score': 0.2, 'comfortibility_score': 0.5}",30,1.1,punctuality_score,3,1,{'1': 'punctuality_score'},2023-08-16 18:44:20.137,
64db67f5b4f06b54750bf51d,156358,3.5,2.9,3.2,3.2,2.4,"{'chatty_score': 0.1, 'safety_score': 0.2, 'punctuality_score': 0.1, 'friendliness_score': 0.0, 'comfortibility_score': 0.0}",15,0.2,safety_score,2,1,{'1': 'safety_score'},2023-08-16 18:44:20.679,
64db5c1effbd07ec587b9ea6,42190,3.3,4.0,3.3,2.7,4.2,"{'chatty_score': 0.1, 'safety_score': 0.0, 'punctuality_score': 0.6, 'friendliness_score': 0.0, 'comfortibility_score': 0.0}",25,0.6,punctuality_score,3,1,{'1': 'punctuality_score'},2023-08-16 18:47:11.240,
64db5f60ffbd07ec587bce3c,54372,2.9,4.0,2.7,2.7,3.8,"{'chatty_score': 0.1, 'safety_score': 0.3, 'punctuality_score': 0.3, 'friendliness_score': 0.1, 'comfortibility_score': 0.1}",10,0.3,safety_score,2,1,{'1': 'safety_score'},2023-08-16 18:48:31.574,
64db6055ffbd07ec587bdc26,57934,2.9,3.5,2.4,3.1,3.6,"{'chatty_score': 0.3, 'safety_score': 0.2, 'punctuality_score': 0.7, 'friendliness_score': 0.6, 'comfortibility_score': 0.5}",15,0.7,punctuality_score,3,1,{'1': 'punctuality_score'},2023-08-16 18:48:32.121,
64db6580b4f06b54750bd15c,147205,2.5,3.6,2.3,3.1,3.6,"{'chatty_score': 0.7, 'safety_score': 0.5, 'punctuality_score': 0.2, 'friendliness_score': 0.4, 'comfortibility_score': 0.1}",10,0.7,chatty_score,1,1,{'1': 'chatty_score'},2023-08-16 18:48:32.761,
64db592affbd07ec587b73a6,31182,3.9,4.5,4.1,3.6,4.4,"{'chatty_score': 0.2, 'safety_score': 0.1, 'punctuality_score': 0.7, 'friendliness_score': 0.1, 'comfortibility_score': 0.1}",15,0.7,punctuality_score,3,1,{'1': 'punctuality_score'},2023-08-17 06:47:27.477,
64db67a3b4f06b54750bf082,155179,2.3,2.7,2.6,3.1,3.2,"{'chatty_score': 0.9, 'safety_score': 0.5, 'punctuality_score': 0.3, 'friendliness_score': 1.1, 'comfortibility_score': 0.3}",10,1.1,friendliness_score,4,3,"{'1': 'safety_score', '2': 'friendliness_score', '3': 'friendliness_score'}",2023-08-17 06:47:27.756,2023-08-17 07:12:16
64db5af8ffbd07ec587b8df3,37915,3.4,4.7,4.3,3.2,4.4,"{'chatty_score': 0.3, 'safety_score': 1.2, 'punctuality_score': 1.0, 'friendliness_score': 0.2, 'comfortibility_score': 0.5}",20,1.2,safety_score,2,1,{'1': 'safety_score'},2023-08-17 06:47:52.306,
64db59cdffbd07ec587b7cf4,33564,2.8,2.3,2.1,3.0,2.3,"{'chatty_score': 0.6, 'safety_score': 1.0, 'punctuality_score': 0.1, 'friendliness_score': 0.8, 'comfortibility_score': 1.2}",15,1.2,comfortibility_score,5,1,{'1': 'comfortibility_score'},2023-08-17 06:47:52.539,
64db61b0b4f06b54750b99b2,132955,2.6,3.3,2.4,3.3,3.0,"{'chatty_score': 0.2, 'safety_score': 0.1, 'punctuality_score': 0.3, 'friendliness_score': 0.1, 'comfortibility_score': 0.1}",15,0.3,punctuality_score,3,1,{'1': 'punctuality_score'},2023-08-17 06:47:52.808,
64db5da1ffbd07ec587bb4b1,47833,3.2,2.7,2.3,2.9,3.5,"{'chatty_score': 0.4, 'safety_score': 0.1, 'punctuality_score': 0.4, 'friendliness_score': 0.7, 'comfortibility_score': 0.1}",15,0.7,friendliness_score,4,1,{'1': 'friendliness_score'},2023-08-17 06:48:21.546,
64db5e81ffbd07ec587bc174,51100,2.9,3.0,3.2,2.8,2.4,"{'chatty_score': 0.3, 'safety_score': 0.6, 'punctuality_score': 0.6, 'friendliness_score': 0.7, 'comfortibility_score': 1.1}",15,1.1,comfortibility_score,5,1,{'1': 'comfortibility_score'},2023-08-17 06:48:21.793,
64db67c6b4f06b54750bf27d,155686,4.5,4.3,4.6,4.4,4.2,"{'chatty_score': 1.2, 'safety_score': 1.4, 'punctuality_score': 1.2, 'friendliness_score': 1.0, 'comfortibility_score': 1.3}",10,1.4,safety_score,2,2,"{'1': 'comfortibility_score', '2': 'safety_score'}",2023-08-17 06:48:22.114,2023-08-17 06:49:52
64db5b57ffbd07ec587b9356,39294,3.0,3.1,3.3,3.6,3.6,"{'chatty_score': 0.1, 'safety_score': 1.1, 'punctuality_score': 0.0, 'friendliness_score': 0.2, 'comfortibility_score': 0.7}",20,1.1,safety_score,2,1,{'1': 'safety_score'},2023-08-17 06:48:58.661,
64db5b5effbd07ec587b93c5,39405,2.5,2.3,2.5,2.8,2.0,"{'chatty_score': 0.6, 'safety_score': 0.2, 'punctuality_score': 0.7, 'friendliness_score': 0.8, 'comfortibility_score': 0.3}",10,0.8,friendliness_score,4,1,{'1': 'friendliness_score'},2023-08-17 06:49:51.975,
64db60b9ffbd07ec587be1e3,59403,3.7,1.7,2.2,3.9,2.2,"{'chatty_score': 0.4, 'safety_score': 0.1, 'punctuality_score': 0.3, 'friendliness_score': 0.2, 'comfortibility_score': 0.1}",10,0.4,chatty_score,1,1,{'1': 'chatty_score'},2023-08-17 06:49:52.235,
64db5b67ffbd07ec587b9440,39528,3.4,4.3,3.9,3.4,3.9,"{'chatty_score': 0.1, 'safety_score': 0.9, 'punctuality_score': 0.1, 'friendliness_score': 0.3, 'comfortibility_score': 0.8}",25,0.9,safety_score,2,1,{'1': 'safety_score'},2023-08-17 06:50:25.610,
64db5e18ffbd07ec587bbb6d,49557,2.7,2.4,2.4,2.4,3.2,"{'chatty_score': 0.1, 'safety_score': 0.3, 'punctuality_score': 0.5, 'friendliness_score': 0.2, 'comfortibility_score': 0.2}",10,0.5,punctuality_score,3,1,{'1': 'punctuality_score'},2023-08-17 06:50:25.859,
64db68ddb4f06b54750c024b,159732,3.1,2.1,2.1,2.5,2.8,"{'chatty_score': 0.1, 'safety_score': 1.1, 'punctuality_score': 0.8, 'friendliness_score': 0.2, 'comfortibility_score': 1.2}",10,1.2,comfortibility_score,5,1,{'1': 'comfortibility_score'},2023-08-17 06:50:26.148,
64db5e4effbd07ec587bbe8b,50355,2.9,1.9,2.6,3.5,1.9,"{'chatty_score': 0.1, 'safety_score': 0.4, 'punctuality_score': 0.0, 'friendliness_score': 0.0, 'comfortibility_score': 0.6}",25,0.6,comfortibility_score,5,1,{'1': 'comfortibility_score'},2023-08-17 06:50:49.125,
64db5eb6ffbd07ec587bc480,51880,3.0,2.9,2.2,2.2,2.2,"{'chatty_score': 0.1, 'safety_score': 0.0, 'punctuality_score': 0.0, 'friendliness_score': 0.2, 'comfortibility_score': 0.0}",30,0.2,friendliness_score,4,1,{'1': 'friendliness_score'},2023-08-17 06:57:48.261,
64db6879b4f06b54750bfc9f,158280,3.6,3.4,3.6,2.7,3.3,"{'chatty_score': 0.1, 'safety_score': 0.1, 'punctuality_score': 0.3, 'friendliness_score': 0.2, 'comfortibility_score': 0.2}",15,0.3,punctuality_score,3,1,{'1': 'punctuality_score'},2023-08-17 06:57:48.535,
64db5957ffbd07ec587b7639,31841,2.2,3.8,3.6,2.2,4.0,"{'chatty_score': 0.6, 'safety_score': 0.1, 'punctuality_score': 0.3, 'friendliness_score': 0.2, 'comfortibility_score': 0.2}",20,0.6,chatty_score,1,1,{'1': 'chatty_score'},2023-08-17 07:06:07.362,
64db58e8ffbd07ec587b6fe5,30221,3.5,2.2,3.0,2.7,2.6,"{'chatty_score': 1.0, 'safety_score': 0.4, 'punctuality_score': 0.1, 'friendliness_score': 1.2, 'comfortibility_score': 0.0}",20,1.2,friendliness_score,4,1,{'1': 'friendliness_score'},2023-08-17 07:07:16.351,
64db58f1ffbd07ec587b705d,30341,4.2,4.1,3.9,4.2,3.7,"{'chatty_score': 1.2, 'safety_score': 0.3, 'punctuality_score': 0.1, 'friendliness_score': 1.5, 'comfortibility_score': 0.1}",30,1.5,friendliness_score,4,1,{'1': 'friendliness_score'},2023-08-17 07:07:16.656,
64db6311b4f06b54750badc0,138089,3.1,4.0,3.2,2.8,4.0,"{'chatty_score': 1.6, 'safety_score': 0.7, 'punctuality_score': 1.3, 'friendliness_score': 1.4, 'comfortibility_score': 1.0}",20,1.6,chatty_score,1,1,{'1': 'chatty_score'},2023-08-17 07:07:16.919,
64db58daffbd07ec587b6f1c,30020,3.7,2.7,3.8,4.0,3.0,"{'chatty_score': 0.4, 'safety_score': 0.8, 'punctuality_score': 0.6, 'friendliness_score': 0.7, 'comfortibility_score': 0.7}",10,0.8,safety_score,2,5,"{'1': 'safety_score', '2': 'punctuality_score', '3': 'punctuality_score', '4': 'safety_score', '5': 'safety_score'}",2023-08-17 07:10:38.833,2023-08-19 17:57:29
64db58e7ffbd07ec587b6fd5,30205,4.3,3.6,3.3,4.3,4.1,"{'chatty_score': 0.5, 'safety_score': 0.4, 'punctuality_score': 0.1, 'friendliness_score': 0.8, 'comfortibility_score': 0.6}",25,0.8,friendliness_score,4,1,{'1': 'friendliness_score'},2023-08-17 07:11:41.027,
64db58e1ffbd07ec587b6f7e,30118,4.2,3.8,3.9,3.7,3.8,"{'chatty_score': 1.0, 'safety_score': 0.2, 'punctuality_score': 0.4, 'friendliness_score': 0.9, 'comfortibility_score': 0.3}",25,1.0,chatty_score,1,1,{'1': 'chatty_score'},2023-08-17 07:11:41.274,
64db65a6b4f06b54750bd38e,147767,3.6,3.1,2.6,3.4,3.6,"{'chatty_score': 0.8, 'safety_score': 0.5, 'punctuality_score': 0.1, 'friendliness_score': 0.5, 'comfortibility_score': 0.1}",30,0.8,chatty_score,1,1,{'1': 'chatty_score'},2023-08-17 07:11:41.563,
64db58dbffbd07ec587b6f27,30031,4.4,3.4,4.3,4.3,3.8,"{'chatty_score': 0.8, 'safety_score': 0.6, 'punctuality_score': 0.5, 'friendliness_score': 0.8, 'comfortibility_score': 0.6}",15,0.8,chatty_score,1,11,"{'1': 'friendliness_score', '2': 'punctuality_score', '3': 'friendliness_score', '4': 'friendliness_score', '5': 'safety_score', '6': 'friendliness_score', '7': 'safety_score', '8': 'chatty_score', '9': 'friendliness_score', '10': 'chatty_score', '11': 'chatty_score'}",2023-08-17 07:12:16.166,2023-08-19 21:45:34
64db5d0dffbd07ec587bac39,45665,3.7,2.1,3.3,3.7,2.4,"{'chatty_score': 0.2, 'safety_score': 0.1, 'punctuality_score': 1.3, 'friendliness_score': 0.1, 'comfortibility_score': 0.0}",10,1.3,punctuality_score,3,1,{'1': 'punctuality_score'},2023-08-17 09:30:24.541,
64db5d30ffbd07ec587bae3d,46181,3.3,2.6,3.2,3.2,3.4,"{'chatty_score': 0.1, 'safety_score': 0.2, 'punctuality_score': 0.1, 'friendliness_score': 0.5, 'comfortibility_score': 0.0}",20,0.5,friendliness_score,4,1,{'1': 'friendliness_score'},2023-08-17 09:37:10.240,
64db6420b4f06b54750bbd3a,142051,3.8,2.7,2.7,3.9,3.5,"{'chatty_score': 0.2, 'safety_score': 0.6, 'punctuality_score': 0.1, 'friendliness_score': 0.2, 'comfortibility_score': 0.5}",10,0.6,safety_score,2,1,{'1': 'safety_score'},2023-08-17 09:37:10.430,
64db58f5ffbd07ec587b7098,30400,3.4,2.3,2.1,2.6,2.1,"{'chatty_score': 0.2, 'safety_score': 0.1, 'punctuality_score': 0.2, 'friendliness_score': 0.1, 'comfortibility_score': 0.1}",20,0.2,chatty_score,1,1,{'1': 'chatty_score'},2023-08-17 09:44:29.205,
64db62ecb4f06b54750babb1,137562,3.7,4.6,3.9,4.3,4.6,"{'chatty_score': 0.3, 'safety_score': 1.0, 'punctuality_score': 0.8, 'friendliness_score': 0.4, 'comfortibility_score': 0.9}",15,1.0,safety_score,2,2,"{'1': 'safety_score', '2': 'safety_score'}",2023-08-17 09:44:29.389,2023-08-17 09:44:41
64db60aeffbd07ec587be144,59244,2.1,3.5,3.7,1.8,2.6,"{'chatty_score': 0.2, 'safety_score': 1.4, 'punctuality_score': 0.2, 'friendliness_score': 0.1, 'comfortibility_score': 1.1}",10,1.4,safety_score,2,1,{'1': 'safety_score'},2023-08-17 09:44:40.848,
64db59f8ffbd07ec587b7f5f,34183,3.3,3.6,3.4,3.3,3.1,"{'chatty_score': 0.1, 'safety_score': 0.3, 'punctuality_score': 0.2, 'friendliness_score': 0.1, 'comfortibility_score': 0.1}",25,0.3,safety_score,2,1,{'1': 'safety_score'},2023-08-17 09:51:00.785,
64db6811b4f06b54750bf6be,156775,2.9,2.8,2.7,3.1,3.0,"{'chatty_score': 1.1, 'safety_score': 0.1, 'punctuality_score': 0.0, 'friendliness_score': 0.4, 'comfortibility_score': 1.0}",20,1.1,chatty_score,1,1,{'1': 'chatty_score'},2023-08-17 09:51:00.970,
64db59ecffbd07ec587b7eb3,34011,4.2,4.7,4.6,4.3,4.8,"{'chatty_score': 0.1, 'safety_score': 0.1, 'punctuality_score': 0.6, 'friendliness_score': 0.1, 'comfortibility_score': 0.0}",20,0.6,punctuality_score,3,1,{'1': 'punctuality_score'},2023-08-17 09:56:57.393,
64db5ad1ffbd07ec587b8bc1,37353,3.4,4.0,3.1,3.5,3.8,"{'chatty_score': 0.6, 'safety_score': 0.1, 'punctuality_score': 0.2, 'friendliness_score': 0.2, 'comfortibility_score': 0.3}",20,0.6,chatty_score,1,1,{'1': 'chatty_score'},2023-08-17 13:11:37.437,
64db5e0effbd07ec587bbadb,49411,3.9,3.8,3.3,3.8,3.6,"{'chatty_score': 0.2, 'safety_score': 0.3, 'punctuality_score': 0.3, 'friendliness_score': 0.1, 'comfortibility_score': 0.1}",15,0.3,safety_score,2,1,{'1': 'safety_score'},2023-08-17 13:11:37.577,
64db618eb4f06b54750b97c4,132461,2.0,2.6,2.2,2.7,3.3,"{'chatty_score': 0.1, 'safety_score': 1.9, 'punctuality_score': 1.3, 'friendliness_score': 0.1, 'comfortibility_score': 1.1}",20,1.9,safety_score,2,1,{'1': 'safety_score'},2023-08-17 13:11:37.745,
64db5a17ffbd07ec587b8127,34639,3.6,3.7,3.1,2.7,3.8,"{'chatty_score': 0.6, 'safety_score': 0.5, 'punctuality_score': 1.0, 'friendliness_score': 0.7, 'comfortibility_score': 0.2}",20,1.0,punctuality_score,3,1,{'1': 'punctuality_score'},2023-08-17 13:12:01.713,
64db5cb7ffbd07ec587ba756,44414,2.4,2.7,2.6,3.1,2.8,"{'chatty_score': 0.3, 'safety_score': 2.1, 'punctuality_score': 0.9, 'friendliness_score': 1.1, 'comfortibility_score': 2.3}",20,2.3,comfortibility_score,5,1,{'1': 'comfortibility_score'},2023-08-17 13:12:01.868,
64db6173b4f06b54750b9630,132057,4.1,3.8,2.9,4.2,4.0,"{'chatty_score': 0.9, 'safety_score': 0.5, 'punctuality_score': 0.2, 'friendliness_score': 0.5, 'comfortibility_score': 0.4}",15,0.9,chatty_score,1,2,"{'1': 'chatty_score', '2': 'chatty_score'}",2023-08-17 13:12:02.023,2023-08-17 13:28:49
64db5de7ffbd07ec587bb8a9,48849,3.6,3.4,3.3,3.4,3.6,"{'chatty_score': 0.3, 'safety_score': 1.3, 'punctuality_score': 0.4, 'friendliness_score': 0.5, 'comfortibility_score': 1.3}",15,1.3,safety_score,2,1,{'1': 'safety_score'},2023-08-17 13:12:29.463,
64db59f6ffbd07ec587b7f4d,34165,2.9,2.7,2.8,3.6,2.9,"{'chatty_score': 0.3, 'safety_score': 0.1, 'punctuality_score': 0.6, 'friendliness_score': 0.2, 'comfortibility_score': 0.1}",15,0.6,punctuality_score,3,1,{'1': 'punctuality_score'},2023-08-17 13:12:29.597,
64db6392b4f06b54750bb518,139969,4.1,3.0,2.7,4.1,2.5,"{'chatty_score': 0.1, 'safety_score': 1.2, 'punctuality_score': 0.9, 'friendliness_score': 0.1, 'comfortibility_score': 0.5}",10,1.2,safety_score,2,1,{'1': 'safety_score'},2023-08-17 13:12:29.781,
64db5f84ffbd07ec587bd046,54894,3.0,4.3,3.6,2.8,4.2,"{'chatty_score': 0.3, 'safety_score': 0.1, 'punctuality_score': 0.1, 'friendliness_score': 0.2, 'comfortibility_score': 0.3}",20,0.3,chatty_score,1,1,{'1': 'chatty_score'},2023-08-17 13:13:05.115,
64db5c51ffbd07ec587ba183,42923,2.6,1.9,2.5,3.1,2.1,"{'chatty_score': 0.1, 'safety_score': 0.5, 'punctuality_score': 0.7, 'friendliness_score': 0.1, 'comfortibility_score': 0.3}",30,0.7,punctuality_score,3,1,{'1': 'punctuality_score'},2023-08-17 13:13:05.249,
64db6364b4f06b54750bb272,139291,4.3,3.5,3.8,3.9,2.7,"{'chatty_score': 0.8, 'safety_score': 0.3, 'punctuality_score': 0.3, 'friendliness_score': 0.6, 'comfortibility_score': 0.6}",10,0.8,chatty_score,1,2,"{'1': 'friendliness_score', '2': 'chatty_score'}",2023-08-17 13:13:05.412,2023-08-17 13:42:46
64db60c8ffbd07ec587be2c2,59626,4.2,3.7,3.8,4.0,3.7,"{'chatty_score': 0.4, 'safety_score': 0.1, 'punctuality_score': 0.1, 'friendliness_score': 0.7, 'comfortibility_score': 0.2}",20,0.7,friendliness_score,4,1,{'1': 'friendliness_score'},2023-08-17 13:13:25.795,
64db5903ffbd07ec587b7167,30607,2.1,2.3,2.4,2.3,2.3,"{'chatty_score': 0.3, 'safety_score': 1.3, 'punctuality_score': 1.0, 'friendliness_score': 0.5, 'comfortibility_score': 0.5}",15,1.3,safety_score,2,1,{'1': 'safety_score'},2023-08-17 13:13:25.974,
64db6141b4f06b54750b9358,131329,2.6,3.4,2.5,2.8,3.7,"{'chatty_score': 0.6, 'safety_score': 0.6, 'punctuality_score': 0.7, 'friendliness_score': 0.6, 'comfortibility_score': 0.7}",25,0.7,punctuality_score,3,3,"{'1': 'friendliness_score', '2': 'friendliness_score', '3': 'punctuality_score'}",2023-08-17 13:13:26.188,2023-08-17 13:28:05
64db5b72ffbd07ec587b94e6,39694,3.9,3.0,3.9,3.6,3.8,"{'chatty_score': 0.5, 'safety_score': 0.3, 'punctuality_score': 0.8, 'friendliness_score': 0.6, 'comfortibility_score': 0.3}",20,0.8,punctuality_score,3,1,{'1': 'punctuality_score'},2023-08-17 13:15:57.648,
64db59efffbd07ec587b7ee7,34063,2.4,1.8,2.4,3.3,2.2,"{'chatty_score': 0.1, 'safety_score': 0.2, 'punctuality_score': 0.6, 'friendliness_score': 0.1, 'comfortibility_score': 0.4}",30,0.6,punctuality_score,3,1,{'1': 'punctuality_score'},2023-08-17 13:15:57.789,
64db613eb4f06b54750b932e,131287,3.2,3.3,3.6,2.8,2.6,"{'chatty_score': 0.4, 'safety_score': 0.3, 'punctuality_score': 0.2, 'friendliness_score': 0.7, 'comfortibility_score': 0.2}",30,0.7,friendliness_score,4,2,"{'1': 'friendliness_score', '2': 'friendliness_score'}",2023-08-17 13:15:57.991,2023-08-17 13:16:29
64db5bc5ffbd07ec587b99a0,40904,3.2,2.8,3.2,3.3,2.6,"{'chatty_score': 0.6, 'safety_score': 0.3, 'punctuality_score': 0.4, 'friendliness_score': 0.4, 'comfortibility_score': 0.2}",15,0.6,chatty_score,1,1,{'1': 'chatty_score'},2023-08-17 13:16:29.144,
64db5bd1ffbd07ec587b9a4c,41076,3.7,1.9,2.8,3.4,2.0,"{'chatty_score': 0.6, 'safety_score': 0.1, 'punctuality_score': 0.0, 'friendliness_score': 1.0, 'comfortibility_score': 0.1}",25,1.0,friendliness_score,4,1,{'1': 'friendliness_score'},2023-08-17 13:16:29.285,
64db5d35ffbd07ec587bae7e,46246,3.5,3.3,3.2,2.7,2.8,"{'chatty_score': 0.1, 'safety_score': 0.1, 'punctuality_score': 0.3, 'friendliness_score': 0.4, 'comfortibility_score': 0.1}",15,0.4,friendliness_score,4,1,{'1': 'friendliness_score'},2023-08-17 13:20:28.735,
64db58dbffbd07ec587b6f2b,30035,2.2,3.5,3.5,2.2,2.9,"{'chatty_score': 0.7, 'safety_score': 0.7, 'punctuality_score': 0.4, 'friendliness_score': 0.6, 'comfortibility_score': 0.6}",15,0.7,chatty_score,1,11,"{'1': 'chatty_score', '2': 'safety_score', '3': 'safety_score', '4': 'safety_score', '5': 'safety_score', '6': 'safety_score', '7': 'safety_score', '8': 'safety_score', '9': 'safety_score', '10': 'safety_score', '11': 'chatty_score'}",2023-08-17 13:20:28.995,2023-08-20 07:20:31
64db616ab4f06b54750b95a9,131922,3.1,2.9,3.6,3.2,3.4,"{'chatty_score': 0.8, 'safety_score': 0.3, 'punctuality_score': 0.5, 'friendliness_score': 1.1, 'comfortibility_score': 0.1}",10,1.1,friendliness_score,4,1,{'1': 'friendliness_score'},2023-08-17 13:20:29.283,
64db5e51ffbd07ec587bbeb5,50397,3.9,2.5,3.1,3.7,2.9,"{'chatty_score': 0.4, 'safety_score': 1.2, 'punctuality_score': 0.4, 'friendliness_score': 0.4, 'comfortibility_score': 0.3}",20,1.2,safety_score,2,1,{'1': 'safety_score'},2023-08-17 13:20:43.528,
64db5bc6ffbd07ec587b99b4,40924,2.4,3.3,2.1,2.4,3.6,"{'chatty_score': 0.5, 'safety_score': 0.5, 'punctuality_score': 0.1, 'friendliness_score': 0.1, 'comfortibility_score': 0.9}",10,0.9,comfortibility_score,5,1,{'1': 'comfortibility_score'},2023-08-17 13:20:43.673,
64db5c4bffbd07ec587ba127,42831,2.9,2.8,3.4,3.6,3.4,"{'chatty_score': 0.7, 'safety_score': 0.3, 'punctuality_score': 0.1, 'friendliness_score': 1.0, 'comfortibility_score': 0.1}",20,1.0,friendliness_score,4,1,{'1': 'friendliness_score'},2023-08-17 13:21:18.381,
64db5ae4ffbd07ec587b8cd9,37633,3.7,3.3,2.5,3.0,2.4,"{'chatty_score': 1.1, 'safety_score': 0.4, 'punctuality_score': 0.8, 'friendliness_score': 0.7, 'comfortibility_score': 0.3}",15,1.1,chatty_score,1,1,{'1': 'chatty_score'},2023-08-17 13:21:18.517,
64db679ab4f06b54750bf003,155052,2.9,2.9,2.2,2.5,2.4,"{'chatty_score': 0.4, 'safety_score': 0.8, 'punctuality_score': 0.4, 'friendliness_score': 0.6, 'comfortibility_score': 0.6}",15,0.8,safety_score,2,2,"{'1': 'safety_score', '2': 'safety_score'}",2023-08-17 13:21:18.698,2023-08-20 09:49:57
64db58edffbd07ec587b702f,30295,2.5,3.7,2.3,2.5,3.6,"{'chatty_score': 0.5, 'safety_score': 0.1, 'punctuality_score': 1.3, 'friendliness_score': 0.2, 'comfortibility_score': 0.2}",25,1.3,punctuality_score,3,1,{'1': 'punctuality_score'},2023-08-17 13:28:05.285,
64db5c66ffbd07ec587ba2b3,43227,3.5,3.7,3.2,4.1,3.8,"{'chatty_score': 0.7, 'safety_score': 1.4, 'punctuality_score': 0.2, 'friendliness_score': 1.3, 'comfortibility_score': 1.7}",25,1.7,comfortibility_score,5,1,{'1': 'comfortibility_score'},2023-08-17 13:28:49.097,
64db5cd6ffbd07ec587ba91e,44870,3.1,2.8,3.0,3.7,2.3,"{'chatty_score': 0.3, 'safety_score': 0.5, 'punctuality_score': 0.1, 'friendliness_score': 0.5, 'comfortibility_score': 0.5}",20,0.5,safety_score,2,1,{'1': 'safety_score'},2023-08-17 13:28:49.236,
64db5eb9ffbd07ec587bc4b0,51928,3.0,2.7,3.4,3.7,3.7,"{'chatty_score': 0.8, 'safety_score': 0.2, 'punctuality_score': 0.1, 'friendliness_score': 0.1, 'comfortibility_score': 0.1}",25,0.8,chatty_score,1,1,{'1': 'chatty_score'},2023-08-17 13:29:01.503,
64db6292b4f06b54750ba68d,136246,3.3,3.5,2.9,3.9,4.0,"{'chatty_score': 0.2, 'safety_score': 0.4, 'punctuality_score': 0.1, 'friendliness_score': 0.1, 'comfortibility_score': 0.1}",20,0.4,safety_score,2,1,{'1': 'safety_score'},2023-08-17 13:29:01.677,
64db5c4effbd07ec587ba158,42880,3.8,2.9,3.0,3.1,2.3,"{'chatty_score': 0.1, 'safety_score': 0.5, 'punctuality_score': 0.0, 'friendliness_score': 0.1, 'comfortibility_score': 0.6}",20,0.6,comfortibility_score,5,1,{'1': 'comfortibility_score'},2023-08-17 13:29:11.267,
64db61a0b4f06b54750b98c6,132719,2.0,3.2,2.4,2.3,3.2,"{'chatty_score': 0.1, 'safety_score': 0.1, 'punctuality_score': 0.0, 'friendliness_score': 0.0, 'comfortibility_score': 0.2}",30,0.2,comfortibility_score,5,1,{'1': 'comfortibility_score'},2023-08-17 13:29:11.439,
64db58e0ffbd07ec587b6f72,30106,3.8,3.5,4.1,3.5,3.2,"{'chatty_score': 0.1, 'safety_score': 0.6, 'punctuality_score': 0.1, 'friendliness_score': 0.2, 'comfortibility_score': 0.6}",25,0.6,safety_score,2,1,{'1': 'safety_score'},2023-08-17 13:29:40.168,
64db6228b4f06b54750ba087,134704,2.8,2.0,2.9,3.0,2.0,"{'chatty_score': 0.1, 'safety_score': 0.0, 'punctuality_score': 0.0, 'friendliness_score': 0.2, 'comfortibility_score': 0.4}",15,0.4,comfortibility_score,5,1,{'1': 'comfortibility_score'},2023-08-17 13:29:40.330,
64db5faeffbd07ec587bd29e,55494,2.5,2.6,2.9,3.3,3.3,"{'chatty_score': 0.3, 'safety_score': 0.2, 'punctuality_score': 0.1, 'friendliness_score': 0.0, 'comfortibility_score': 0.0}",25,0.3,chatty_score,1,1,{'1': 'chatty_score'},2023-08-17 13:36:21.825,
