_id,userId,chatty_score,safety_score,punctuality_score,friendliness_score,comfortibility_score,ratings_got_dict,UTT,max_rating_with_variance,got_feedback_classifier,got_feedback_classifier_int,trip_nbr,trip_got_class,time_stamp
64db64a7b4f06b54750bc4ed,144022,2.3,2.5,3.3,2.5,2.5,"{'chatty_score': 0.9000000000000001, 'safety_score': 1.9600000000000002, 'punctuality_score': 1.0300000000000002, 'friendliness_score': 1.63, 'comfortibility_score': 1.03}",20,1.9600000000000002,safety_score,2,1,{'1': 'safety_score'},2023-08-17 22:57:31.522
64db5f38ffbd07ec587bcbea,53778,3.9,2.5,3.1,3.5,2.9,"{'chatty_score': 1.6199999999999999, 'safety_score': 2.32, 'punctuality_score': 1.98, 'friendliness_score': 1.6600000000000001, 'comfortibility_score': 2.5}",30,2.5,comfortibility_score,5,1,{'1': 'comfortibility_score'},2023-08-17 22:58:08.951
64db5f13ffbd07ec587bc9cf,53239,4.0,4.0,3.0,4.1,4.0,"{'chatty_score': 2.0300000000000002, 'safety_score': 2.4699999999999998, 'punctuality_score': 3.96, 'friendliness_score': 2.6399999999999997, 'comfortibility_score': 2.8899999999999997}",15,3.96,punctuality_score,3,1,{'1': 'punctuality_score'},2023-08-17 22:58:09.262
64db6168b4f06b54750b9594,131901,2.5,3.1,2.9,2.7,2.6,"{'chatty_score': 10.370000000000001, 'safety_score': 7.140000000000001, 'punctuality_score': 7.24, 'friendliness_score': 8.61, 'comfortibility_score': 6.28}",25,10.370000000000001,chatty_score,1,2,"{'1': 'comfortibility_score', '2': 'chatty_score'}",2023-08-17 23:03:57.725
64db5cdeffbd07ec587ba98a,44978,4.2,2.3,2.8,4.2,2.6,"{'chatty_score': 1.38, 'safety_score': 3.02, 'punctuality_score': 1.94, 'friendliness_score': 3.4799999999999995, 'comfortibility_score': 2.6}",10,3.4799999999999995,friendliness_score,4,1,{'1': 'friendliness_score'},2023-08-17 22:59:46.368
64db5ae4ffbd07ec587b8cd2,37626,3.3,4.0,3.7,4.0,3.9,"{'chatty_score': 1.7, 'safety_score': 3.8000000000000003, 'punctuality_score': 1.84, 'friendliness_score': 2.63, 'comfortibility_score': 3.02}",30,3.8000000000000003,safety_score,2,1,{'1': 'safety_score'},2023-08-17 22:59:46.656
64db6636b4f06b54750bdbc9,149874,3.4,3.2,2.9,3.6,3.2,"{'chatty_score': 2.7600000000000007, 'safety_score': 3.4599999999999995, 'punctuality_score': 2.08, 'friendliness_score': 5.7299999999999995, 'comfortibility_score': 2.87}",30,5.7299999999999995,friendliness_score,4,1,{'1': 'friendliness_score'},2023-08-17 22:59:46.987
64db5bf5ffbd07ec587b9c53,41595,3.1,2.5,2.4,3.6,2.4,"{'chatty_score': 3.06, 'safety_score': 1.33, 'punctuality_score': 2.4, 'friendliness_score': 4.38, 'comfortibility_score': 1.12}",15,4.38,friendliness_score,4,1,{'1': 'friendliness_score'},2023-08-17 23:02:19.035
64db62d8b4f06b54750baa87,137264,3.4,3.2,2.5,3.1,3.5,"{'chatty_score': 6.8100000000000005, 'safety_score': 5.23, 'punctuality_score': 7.0, 'friendliness_score': 9.97, 'comfortibility_score': 4.07}",30,9.97,friendliness_score,4,2,"{'1': 'punctuality_score', '2': 'friendliness_score'}",2023-08-17 23:09:13.023
64db5b4dffbd07ec587b92cb,39155,3.1,2.8,2.3,3.1,2.8,"{'chatty_score': 4.119999999999999, 'safety_score': 3.9299999999999997, 'punctuality_score': 2.08, 'friendliness_score': 4.0, 'comfortibility_score': 2.87}",15,4.119999999999999,chatty_score,1,1,{'1': 'chatty_score'},2023-08-17 23:03:56.976
64db5ed7ffbd07ec587bc664,52364,2.9,2.3,3.3,2.6,2.0,"{'chatty_score': 4.05, 'safety_score': 2.1799999999999997, 'punctuality_score': 3.47, 'friendliness_score': 5.65, 'comfortibility_score': 2.76}",15,5.65,friendliness_score,4,1,{'1': 'friendliness_score'},2023-08-17 23:03:57.275
64db5930ffbd07ec587b73fc,31268,3.0,3.4,3.2,3.2,4.0,"{'chatty_score': 3.94, 'safety_score': 3.6, 'punctuality_score': 5.450000000000001, 'friendliness_score': 4.59, 'comfortibility_score': 2.9499999999999997}",10,5.450000000000001,punctuality_score,3,1,{'1': 'punctuality_score'},2023-08-17 23:09:12.587
64db59cbffbd07ec587b7cdd,33541,4.0,3.3,3.9,3.7,4.0,"{'chatty_score': 3.13, 'safety_score': 1.7100000000000002, 'punctuality_score': 1.81, 'friendliness_score': 4.13, 'comfortibility_score': 1.23}",25,4.13,friendliness_score,4,1,{'1': 'friendliness_score'},2023-08-17 23:09:46.140
64db66ffb4f06b54750be734,152797,2.7,3.4,2.5,2.2,3.4,"{'chatty_score': 2.4399999999999995, 'safety_score': 2.3200000000000003, 'punctuality_score': 3.1499999999999995, 'friendliness_score': 4.32, 'comfortibility_score': 1.7999999999999998}",30,4.32,friendliness_score,4,1,{'1': 'friendliness_score'},2023-08-17 23:09:46.434
64db5c16ffbd07ec587b9e31,42073,2.4,2.4,2.0,2.1,2.2,"{'chatty_score': 3.1300000000000003, 'safety_score': 4.710000000000001, 'punctuality_score': 2.16, 'friendliness_score': 3.8, 'comfortibility_score': 2.83}",25,4.710000000000001,safety_score,2,1,{'1': 'safety_score'},2023-08-17 23:09:58.943
64db6196b4f06b54750b9831,132570,3.0,3.6,3.7,2.9,2.6,"{'chatty_score': 3.1400000000000006, 'safety_score': 2.55, 'punctuality_score': 2.19, 'friendliness_score': 4.96, 'comfortibility_score': 2.52}",10,4.96,friendliness_score,4,1,{'1': 'friendliness_score'},2023-08-17 23:09:59.201
64db5c40ffbd07ec587ba094,42684,2.5,3.0,2.4,2.1,3.1,"{'chatty_score': 3.8899999999999997, 'safety_score': 6.0600000000000005, 'punctuality_score': 1.9399999999999997, 'friendliness_score': 5.0, 'comfortibility_score': 4.38}",15,6.0600000000000005,safety_score,2,1,{'1': 'safety_score'},2023-08-17 23:11:01.298
64db5badffbd07ec587b9844,40556,2.6,3.0,2.9,3.3,3.6,"{'chatty_score': 3.72, 'safety_score': 5.32, 'punctuality_score': 3.1, 'friendliness_score': 4.9, 'comfortibility_score': 3.4}",10,5.32,safety_score,2,1,{'1': 'safety_score'},2023-08-17 23:11:01.587
64db60fdb4f06b54750b8f7a,130339,2.3,3.6,2.8,2.3,3.4,"{'chatty_score': 2.71, 'safety_score': 4.9, 'punctuality_score': 2.1799999999999997, 'friendliness_score': 2.59, 'comfortibility_score': 4.85}",15,4.9,safety_score,2,1,{'1': 'safety_score'},2023-08-17 23:11:01.892
64db59efffbd07ec587b7ee1,34057,3.3,2.4,3.5,2.4,2.1,"{'chatty_score': 4.949999999999999, 'safety_score': 3.8000000000000007, 'punctuality_score': 4.369999999999999, 'friendliness_score': 3.4499999999999997, 'comfortibility_score': 4.17}",25,4.949999999999999,chatty_score,1,1,{'1': 'chatty_score'},2023-08-17 23:19:34.359
64db5b8dffbd07ec587b9669,40081,2.5,3.2,2.2,3.3,3.3,"{'chatty_score': 3.17, 'safety_score': 1.29, 'punctuality_score': 4.53, 'friendliness_score': 5.819999999999999, 'comfortibility_score': 2.55}",20,5.819999999999999,friendliness_score,4,1,{'1': 'friendliness_score'},2023-08-17 23:19:34.637
64db6898b4f06b54750bfe68,158737,2.6,2.6,2.7,3.2,3.5,"{'chatty_score': 5.52, 'safety_score': 2.64, 'punctuality_score': 3.9000000000000004, 'friendliness_score': 5.359999999999999, 'comfortibility_score': 3.58}",20,5.52,chatty_score,1,1,{'1': 'chatty_score'},2023-08-17 23:19:34.998
64db5b1effbd07ec587b9020,38472,2.7,3.7,3.4,2.7,3.3,"{'chatty_score': 2.1, 'safety_score': 4.170000000000001, 'punctuality_score': 3.4299999999999997, 'friendliness_score': 2.8800000000000003, 'comfortibility_score': 3.4299999999999997}",25,4.170000000000001,safety_score,2,1,{'1': 'safety_score'},2023-08-17 23:21:28.187
64db6657b4f06b54750bddab,150356,3.2,2.7,3.9,3.3,2.9,"{'chatty_score': 2.0, 'safety_score': 4.35, 'punctuality_score': 2.7300000000000004, 'friendliness_score': 2.52, 'comfortibility_score': 4.0}",30,4.35,safety_score,2,1,{'1': 'safety_score'},2023-08-17 23:21:28.462
64db58daffbd07ec587b6f14,30012,3.4,3.5,2.4,2.7,3.0,"{'chatty_score': 41.800000000000004, 'safety_score': 39.90000000000001, 'punctuality_score': 44.50999999999999, 'friendliness_score': 45.57000000000001, 'comfortibility_score': 47.489999999999995}",15,47.489999999999995,comfortibility_score,5,13,"{'1': 'chatty_score', '2': 'chatty_score', '3': 'chatty_score', '4': 'comfortibility_score', '5': 'comfortibility_score', '6': 'comfortibility_score', '7': 'punctuality_score', '8': 'punctuality_score', '9': 'comfortibility_score', '10': 'punctuality_score', '11': 'punctuality_score', '12': 'comfortibility_score', '13': 'comfortibility_score'}",2023-08-18 13:19:57.420
64db5bf2ffbd07ec587b9c29,41553,3.7,4.0,3.4,4.0,4.0,"{'chatty_score': 5.01, 'safety_score': 1.56, 'punctuality_score': 2.9300000000000006, 'friendliness_score': 2.11, 'comfortibility_score': 2.38}",20,5.01,chatty_score,1,1,{'1': 'chatty_score'},2023-08-18 08:29:02.457
64db5f1dffbd07ec587bca6f,53399,3.5,3.3,2.7,3.2,3.7,"{'chatty_score': 2.85, 'safety_score': 3.36, 'punctuality_score': 1.9999999999999998, 'friendliness_score': 2.18, 'comfortibility_score': 5.97}",30,5.97,comfortibility_score,5,1,{'1': 'comfortibility_score'},2023-08-18 08:29:03.304
64db613fb4f06b54750b9337,131296,3.1,3.2,3.7,2.8,2.9,"{'chatty_score': 6.050000000000001, 'safety_score': 2.7800000000000002, 'punctuality_score': 6.33, 'friendliness_score': 1.29, 'comfortibility_score': 3.68}",15,6.33,punctuality_score,3,1,{'1': 'punctuality_score'},2023-08-18 08:29:04.192
64db5ebaffbd07ec587bc4bc,51940,3.2,3.5,3.1,3.5,3.4,"{'chatty_score': 1.73, 'safety_score': 5.3500000000000005, 'punctuality_score': 3.92, 'friendliness_score': 1.56, 'comfortibility_score': 9.920000000000002}",15,9.920000000000002,comfortibility_score,5,1,{'1': 'comfortibility_score'},2023-08-18 08:29:47.215
64db5fa0ffbd07ec587bd1d5,55293,2.2,3.9,2.9,2.8,3.8,"{'chatty_score': 2.12, 'safety_score': 7.08, 'punctuality_score': 3.3800000000000003, 'friendliness_score': 1.44, 'comfortibility_score': 6.54}",30,7.08,safety_score,2,1,{'1': 'safety_score'},2023-08-18 08:29:48.068
64db6197b4f06b54750b9845,132590,1.6,1.8,2.0,1.6,1.5,"{'chatty_score': 1.5299999999999998, 'safety_score': 7.78, 'punctuality_score': 3.96, 'friendliness_score': 1.17, 'comfortibility_score': 6.03}",10,7.78,safety_score,2,1,{'1': 'safety_score'},2023-08-18 08:29:48.922
64db5c80ffbd07ec587ba430,43608,2.8,3.5,3.4,2.6,2.5,"{'chatty_score': 1.8199999999999998, 'safety_score': 7.62, 'punctuality_score': 2.4800000000000004, 'friendliness_score': 2.63, 'comfortibility_score': 11.33}",15,11.33,comfortibility_score,5,1,{'1': 'comfortibility_score'},2023-08-18 08:31:59.411
64db5a66ffbd07ec587b85a9,35793,3.4,3.0,2.9,3.6,2.8,"{'chatty_score': 2.05, 'safety_score': 6.64, 'punctuality_score': 2.2100000000000004, 'friendliness_score': 3.63, 'comfortibility_score': 8.43}",20,8.43,comfortibility_score,5,1,{'1': 'comfortibility_score'},2023-08-18 08:32:00.240
64db61bfb4f06b54750b9a92,133179,3.5,2.3,2.1,3.5,3.2,"{'chatty_score': 2.2800000000000002, 'safety_score': 7.8999999999999995, 'punctuality_score': 2.4000000000000004, 'friendliness_score': 7.2, 'comfortibility_score': 9.0}",10,9.0,comfortibility_score,5,1,{'1': 'comfortibility_score'},2023-08-18 08:32:01.104
64db5cdbffbd07ec587ba962,44938,2.0,2.1,1.9,1.7,1.9,"{'chatty_score': 1.1400000000000001, 'safety_score': 2.0700000000000003, 'punctuality_score': 0.84, 'friendliness_score': 1.6, 'comfortibility_score': 2.91}",20,2.91,comfortibility_score,5,1,{'1': 'comfortibility_score'},2023-08-18 08:32:14.584
64db61c9b4f06b54750b9b1b,133316,2.5,3.2,2.2,2.8,3.4,"{'chatty_score': 3.24, 'safety_score': 7.74, 'punctuality_score': 2.98, 'friendliness_score': 2.0, 'comfortibility_score': 11.32}",20,11.32,comfortibility_score,5,2,"{'1': 'comfortibility_score', '2': 'comfortibility_score'}",2023-08-18 08:32:38.213
64db5d73ffbd07ec587bb207,47151,2.2,4.1,3.1,2.0,3.9,"{'chatty_score': 2.49, 'safety_score': 2.2199999999999998, 'punctuality_score': 2.2800000000000002, 'friendliness_score': 3.4, 'comfortibility_score': 2.95}",20,3.4,friendliness_score,4,1,{'1': 'friendliness_score'},2023-08-18 08:32:37.225
64db5facffbd07ec587bd289,55473,3.3,3.8,2.8,3.9,3.5,"{'chatty_score': 3.33, 'safety_score': 3.2100000000000004, 'punctuality_score': 1.5200000000000002, 'friendliness_score': 4.73, 'comfortibility_score': 2.58}",25,4.73,friendliness_score,4,1,{'1': 'friendliness_score'},2023-08-18 08:33:29.159
64db5a30ffbd07ec587b82a0,35016,2.6,2.8,2.3,2.4,3.4,"{'chatty_score': 1.52, 'safety_score': 4.14, 'punctuality_score': 2.13, 'friendliness_score': 2.46, 'comfortibility_score': 4.38}",20,4.38,comfortibility_score,5,1,{'1': 'comfortibility_score'},2023-08-18 08:33:30.048
64db6502b4f06b54750bca27,145360,3.2,3.5,3.5,2.4,3.0,"{'chatty_score': 3.6399999999999997, 'safety_score': 3.24, 'punctuality_score': 2.1100000000000003, 'friendliness_score': 4.529999999999999, 'comfortibility_score': 3.87}",20,4.529999999999999,friendliness_score,4,1,{'1': 'friendliness_score'},2023-08-18 08:33:30.987
64db5ce4ffbd07ec587ba9e1,45065,3.5,3.4,3.6,3.3,3.4,"{'chatty_score': 2.62, 'safety_score': 6.91, 'punctuality_score': 3.95, 'friendliness_score': 3.9399999999999995, 'comfortibility_score': 7.170000000000001}",25,7.170000000000001,comfortibility_score,5,1,{'1': 'comfortibility_score'},2023-08-18 08:34:33.351
64db5d59ffbd07ec587bb08d,46773,2.5,2.6,2.8,2.3,2.6,"{'chatty_score': 3.0500000000000003, 'safety_score': 3.75, 'punctuality_score': 4.84, 'friendliness_score': 2.77, 'comfortibility_score': 5.66}",20,5.66,comfortibility_score,5,1,{'1': 'comfortibility_score'},2023-08-18 08:34:34.303
64db60edb4f06b54750b8e84,130093,3.3,3.0,2.6,3.9,3.3,"{'chatty_score': 11.580000000000002, 'safety_score': 8.74, 'punctuality_score': 17.17, 'friendliness_score': 13.08, 'comfortibility_score': 9.11}",15,17.17,punctuality_score,3,2,"{'1': 'punctuality_score', '2': 'punctuality_score'}",2023-08-18 13:32:21.917
64db5dfdffbd07ec587bb9f2,49178,2.5,3.2,2.7,2.9,3.4,"{'chatty_score': 5.25, 'safety_score': 2.2800000000000002, 'punctuality_score': 1.2200000000000002, 'friendliness_score': 6.260000000000001, 'comfortibility_score': 6.85}",15,6.85,comfortibility_score,5,1,{'1': 'comfortibility_score'},2023-08-18 13:14:31.597
64db5ea0ffbd07ec587bc33b,51555,2.7,3.8,3.1,3.0,3.8,"{'chatty_score': 3.27, 'safety_score': 3.44, 'punctuality_score': 2.45, 'friendliness_score': 2.8499999999999996, 'comfortibility_score': 5.319999999999999}",15,5.319999999999999,comfortibility_score,5,1,{'1': 'comfortibility_score'},2023-08-18 13:14:32.158
64db64dfb4f06b54750bc822,144843,2.5,3.0,2.7,2.3,3.2,"{'chatty_score': 2.06, 'safety_score': 2.1100000000000003, 'punctuality_score': 2.31, 'friendliness_score': 2.0900000000000003, 'comfortibility_score': 3.55}",25,3.55,comfortibility_score,5,1,{'1': 'comfortibility_score'},2023-08-18 13:14:32.728
64db600fffbd07ec587bd823,56907,2.8,2.5,3.5,2.4,3.0,"{'chatty_score': 3.96, 'safety_score': 2.3499999999999996, 'punctuality_score': 1.5, 'friendliness_score': 6.49, 'comfortibility_score': 3.87}",25,6.49,friendliness_score,4,1,{'1': 'friendliness_score'},2023-08-18 13:16:30.813
64db62cdb4f06b54750ba9ea,137107,2.1,3.1,3.1,1.9,3.1,"{'chatty_score': 2.94, 'safety_score': 3.8499999999999996, 'punctuality_score': 3.17, 'friendliness_score': 3.1300000000000003, 'comfortibility_score': 6.63}",25,6.63,comfortibility_score,5,1,{'1': 'comfortibility_score'},2023-08-18 13:16:31.343
64db60d8ffbd07ec587be3ab,59859,3.3,3.0,3.9,3.8,3.4,"{'chatty_score': 3.34, 'safety_score': 2.79, 'punctuality_score': 2.09, 'friendliness_score': 5.96, 'comfortibility_score': 1.99}",20,5.96,friendliness_score,4,1,{'1': 'friendliness_score'},2023-08-18 13:17:01.112
64db6241b4f06b54750ba1fb,135076,2.6,2.4,2.7,3.3,3.2,"{'chatty_score': 2.1999999999999997, 'safety_score': 4.199999999999999, 'punctuality_score': 3.9599999999999995, 'friendliness_score': 2.31, 'comfortibility_score': 3.35}",20,4.199999999999999,safety_score,2,1,{'1': 'safety_score'},2023-08-18 13:17:01.584
64db5f49ffbd07ec587bccec,54036,2.7,3.5,2.5,3.0,3.0,"{'chatty_score': 5.16, 'safety_score': 2.82, 'punctuality_score': 1.73, 'friendliness_score': 7.470000000000001, 'comfortibility_score': 2.51}",15,7.470000000000001,friendliness_score,4,1,{'1': 'friendliness_score'},2023-08-18 13:18:20.537
64db635cb4f06b54750bb209,139186,3.0,3.1,3.4,2.6,2.5,"{'chatty_score': 4.26, 'safety_score': 3.95, 'punctuality_score': 5.41, 'friendliness_score': 4.37, 'comfortibility_score': 4.79}",15,5.41,punctuality_score,3,2,"{'1': 'punctuality_score', '2': 'punctuality_score'}",2023-08-18 13:19:58.491
64db5e48ffbd07ec587bbe32,50266,2.4,3.0,2.4,2.7,3.6,"{'chatty_score': 2.62, 'safety_score': 4.68, 'punctuality_score': 3.0, 'friendliness_score': 3.7199999999999998, 'comfortibility_score': 6.359999999999999}",20,6.359999999999999,comfortibility_score,5,1,{'1': 'comfortibility_score'},2023-08-18 13:19:33.682
64db5f95ffbd07ec587bd139,55137,3.8,4.4,4.0,2.9,4.0,"{'chatty_score': 2.1100000000000003, 'safety_score': 5.27, 'punctuality_score': 2.9, 'friendliness_score': 7.11, 'comfortibility_score': 8.98}",10,8.98,comfortibility_score,5,1,{'1': 'comfortibility_score'},2023-08-18 13:19:34.210
64db68a6b4f06b54750bff2c,158933,2.7,3.3,3.6,3.0,2.6,"{'chatty_score': 2.74, 'safety_score': 7.1, 'punctuality_score': 3.44, 'friendliness_score': 3.9699999999999998, 'comfortibility_score': 6.550000000000001}",30,7.1,safety_score,2,1,{'1': 'safety_score'},2023-08-18 13:19:34.761
64db5c0fffbd07ec587b9dc9,41969,3.2,3.1,2.7,2.6,3.7,"{'chatty_score': 5.880000000000001, 'safety_score': 3.21, 'punctuality_score': 2.15, 'friendliness_score': 5.109999999999999, 'comfortibility_score': 2.93}",25,5.880000000000001,chatty_score,1,1,{'1': 'chatty_score'},2023-08-18 13:19:57.874
64db58daffbd07ec587b6f15,30013,3.5,3.0,3.3,3.0,2.4,"{'chatty_score': 74.49999999999997, 'safety_score': 87.11, 'punctuality_score': 97.42999999999999, 'friendliness_score': 75.20000000000002, 'comfortibility_score': 74.85999999999999}",30,97.42999999999999,punctuality_score,3,25,"{'1': 'punctuality_score', '2': 'safety_score', '3': 'safety_score', '4': 'punctuality_score', '5': 'punctuality_score', '6': 'punctuality_score', '7': 'punctuality_score', '8': 'punctuality_score', '9': 'punctuality_score', '10': 'punctuality_score', '11': 'punctuality_score', '12': 'punctuality_score', '13': 'punctuality_score', '14': 'punctuality_score', '15': 'punctuality_score', '16': 'punctuality_score', '17': 'punctuality_score', '18': 'punctuality_score', '19': 'punctuality_score', '20': 'punctuality_score', '21': 'punctuality_score', '22': 'punctuality_score', '23': 'punctuality_score', '24': 'punctuality_score', '25': 'punctuality_score'}",2023-08-18 14:37:03.871
64db5aadffbd07ec587b89af,36823,3.5,1.9,2.1,3.3,1.8,"{'chatty_score': 5.44, 'safety_score': 3.5200000000000005, 'punctuality_score': 2.68, 'friendliness_score': 4.06, 'comfortibility_score': 3.12}",30,5.44,chatty_score,1,1,{'1': 'chatty_score'},2023-08-18 13:28:03.511
64db612cb4f06b54750b9223,131020,3.1,2.2,2.8,3.7,2.9,"{'chatty_score': 9.850000000000001, 'safety_score': 9.669999999999998, 'punctuality_score': 3.88, 'friendliness_score': 7.699999999999999, 'comfortibility_score': 9.63}",10,9.850000000000001,chatty_score,1,2,"{'1': 'chatty_score', '2': 'chatty_score'}",2023-08-18 13:29:16.046
64db5f6dffbd07ec587bcef9,54561,3.1,2.8,3.6,3.8,2.8,"{'chatty_score': 7.370000000000001, 'safety_score': 4.75, 'punctuality_score': 2.7600000000000002, 'friendliness_score': 4.9, 'comfortibility_score': 3.9200000000000004}",15,7.370000000000001,chatty_score,1,1,{'1': 'chatty_score'},2023-08-18 13:29:15.391
64db5ae1ffbd07ec587b8ca3,37579,4.0,4.5,4.3,4.3,4.3,"{'chatty_score': 3.1200000000000006, 'safety_score': 7.190000000000001, 'punctuality_score': 4.55, 'friendliness_score': 1.83, 'comfortibility_score': 4.569999999999999}",20,7.190000000000001,safety_score,2,1,{'1': 'safety_score'},2023-08-18 13:32:20.622
64db5cccffbd07ec587ba88f,44727,2.7,4.1,3.4,3.2,3.6,"{'chatty_score': 9.22, 'safety_score': 2.66, 'punctuality_score': 6.25, 'friendliness_score': 8.799999999999999, 'comfortibility_score': 2.9000000000000004}",25,9.22,chatty_score,1,1,{'1': 'chatty_score'},2023-08-18 13:32:21.168
64db5984ffbd07ec587b78c5,32493,2.8,2.3,3.0,2.5,2.7,"{'chatty_score': 8.25, 'safety_score': 3.77, 'punctuality_score': 4.24, 'friendliness_score': 6.88, 'comfortibility_score': 3.15}",25,8.25,chatty_score,1,1,{'1': 'chatty_score'},2023-08-18 13:32:47.878
64db626ab4f06b54750ba450,135673,4.2,3.6,4.0,4.1,4.1,"{'chatty_score': 19.860000000000003, 'safety_score': 16.140000000000004, 'punctuality_score': 14.16, 'friendliness_score': 20.05, 'comfortibility_score': 16.03}",30,20.05,friendliness_score,4,3,"{'1': 'chatty_score', '2': 'chatty_score', '3': 'friendliness_score'}",2023-08-19 18:02:49.411
64db5c68ffbd07ec587ba2d7,43263,4.0,2.7,3.6,3.7,3.3,"{'chatty_score': 7.02, 'safety_score': 3.84, 'punctuality_score': 3.4899999999999998, 'friendliness_score': 7.080000000000001, 'comfortibility_score': 6.11}",10,7.080000000000001,friendliness_score,4,1,{'1': 'friendliness_score'},2023-08-18 13:33:14.416
64db5cc5ffbd07ec587ba820,44616,2.9,3.0,2.3,2.4,3.2,"{'chatty_score': 2.3899999999999997, 'safety_score': 2.96, 'punctuality_score': 2.78, 'friendliness_score': 2.22, 'comfortibility_score': 2.1}",15,2.96,safety_score,2,1,{'1': 'safety_score'},2023-08-18 13:33:46.935
64db6291b4f06b54750ba67c,136229,3.4,2.1,3.5,3.8,2.0,"{'chatty_score': 14.400000000000002, 'safety_score': 7.03, 'punctuality_score': 5.72, 'friendliness_score': 14.21, 'comfortibility_score': 7.880000000000001}",30,14.400000000000002,chatty_score,1,3,"{'1': 'friendliness_score', '2': 'chatty_score', '3': 'chatty_score'}",2023-08-18 13:37:22.828
64db5b46ffbd07ec587b926b,39059,3.5,3.7,3.5,4.0,3.9,"{'chatty_score': 10.920000000000002, 'safety_score': 2.9200000000000004, 'punctuality_score': 3.58, 'friendliness_score': 10.11, 'comfortibility_score': 5.069999999999999}",30,10.920000000000002,chatty_score,1,1,{'1': 'chatty_score'},2023-08-18 13:34:35.779
64db5d00ffbd07ec587bab82,45482,3.1,2.7,3.5,3.4,2.8,"{'chatty_score': 2.66, 'safety_score': 3.8200000000000003, 'punctuality_score': 3.87, 'friendliness_score': 2.8400000000000003, 'comfortibility_score': 4.26}",10,4.26,comfortibility_score,5,1,{'1': 'comfortibility_score'},2023-08-18 13:34:36.301
64db64b7b4f06b54750bc5da,144259,3.3,3.7,2.8,2.7,3.0,"{'chatty_score': 8.36, 'safety_score': 7.79, 'punctuality_score': 4.28, 'friendliness_score': 10.01, 'comfortibility_score': 10.219999999999999}",20,10.219999999999999,comfortibility_score,5,1,{'1': 'comfortibility_score'},2023-08-18 13:34:36.856
64db5accffbd07ec587b8b7a,37282,3.1,2.4,2.2,2.4,2.5,"{'chatty_score': 3.46, 'safety_score': 3.9600000000000004, 'punctuality_score': 2.46, 'friendliness_score': 4.37, 'comfortibility_score': 4.98}",25,4.98,comfortibility_score,5,1,{'1': 'comfortibility_score'},2023-08-18 13:34:50.267
64db5a8bffbd07ec587b87c9,36337,2.4,3.2,3.5,2.6,3.7,"{'chatty_score': 3.2199999999999998, 'safety_score': 3.1900000000000004, 'punctuality_score': 3.0, 'friendliness_score': 3.45, 'comfortibility_score': 4.5}",30,4.5,comfortibility_score,5,1,{'1': 'comfortibility_score'},2023-08-18 13:36:42.548
64db6821b4f06b54750bf79f,157000,2.5,3.9,3.1,2.8,3.9,"{'chatty_score': 6.2299999999999995, 'safety_score': 8.75, 'punctuality_score': 3.67, 'friendliness_score': 5.29, 'comfortibility_score': 7.2700000000000005}",30,8.75,safety_score,2,2,"{'1': 'safety_score', '2': 'safety_score'}",2023-08-18 14:10:22.072
64db5e84ffbd07ec587bc19e,51142,2.2,3.5,2.6,2.2,3.0,"{'chatty_score': 3.97, 'safety_score': 4.41, 'punctuality_score': 3.36, 'friendliness_score': 3.49, 'comfortibility_score': 4.04}",15,4.41,safety_score,2,1,{'1': 'safety_score'},2023-08-18 13:37:22.069
64db5a8effbd07ec587b87ec,36372,2.1,3.0,2.4,2.9,3.6,"{'chatty_score': 6.619999999999999, 'safety_score': 10.0, 'punctuality_score': 8.46, 'friendliness_score': 5.98, 'comfortibility_score': 4.71}",30,10.0,safety_score,2,1,{'1': 'safety_score'},2023-08-18 13:41:05.864
64db5daeffbd07ec587bb568,48016,2.9,1.9,2.1,2.8,2.4,"{'chatty_score': 14.499999999999998, 'safety_score': 3.8200000000000007, 'punctuality_score': 8.23, 'friendliness_score': 12.870000000000001, 'comfortibility_score': 3.4800000000000004}",10,14.499999999999998,chatty_score,1,1,{'1': 'chatty_score'},2023-08-18 13:41:06.410
64db645ab4f06b54750bc08a,142899,2.5,3.4,3.2,2.3,2.5,"{'chatty_score': 5.729999999999999, 'safety_score': 4.64, 'punctuality_score': 4.880000000000001, 'friendliness_score': 4.180000000000001, 'comfortibility_score': 3.2300000000000004}",30,5.729999999999999,chatty_score,1,1,{'1': 'chatty_score'},2023-08-18 13:41:07.006
64db5decffbd07ec587bb8f0,48920,3.4,3.1,3.7,3.2,2.6,"{'chatty_score': 5.360000000000001, 'safety_score': 1.9800000000000002, 'punctuality_score': 2.25, 'friendliness_score': 5.3, 'comfortibility_score': 2.2300000000000004}",30,5.360000000000001,chatty_score,1,1,{'1': 'chatty_score'},2023-08-18 13:41:30.331
64db5d7fffbd07ec587bb2b7,47327,2.4,3.1,2.2,3.1,2.7,"{'chatty_score': 5.970000000000001, 'safety_score': 9.49, 'punctuality_score': 7.19, 'friendliness_score': 6.069999999999999, 'comfortibility_score': 6.92}",30,9.49,safety_score,2,1,{'1': 'safety_score'},2023-08-18 13:41:30.865
64db6588b4f06b54750bd1d9,147330,4.2,3.7,3.7,3.7,3.6,"{'chatty_score': 14.169999999999998, 'safety_score': 20.14, 'punctuality_score': 16.77, 'friendliness_score': 15.24, 'comfortibility_score': 18.87}",20,20.14,safety_score,2,3,"{'1': 'punctuality_score', '2': 'safety_score', '3': 'safety_score'}",2023-08-18 14:37:05.370
